situation elements:2
	8|Gen|3518
	31|Date|2017-12-30 01:46:57.057000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:738.49999990
			high24hr:748.00000000
			highestbid:734.10000045
			percentchange:0.07028985
			low24hr:667.00000000
			lowestask:738.49999989
			candle300|287
				1514558400|736.99899911|734.00000005|736.99899896|735.30000001|734.89555541|56262.85728924
				1514558100|737.99999956|734.20000001|734.30000000|737.99999956|736.17556428|21265.35757761
				1514557800|739.80915750|735.00000016|737.99999972|738.99992610|736.52792977|60496.58136258
				1514557500|739.15300000|734.00000027|738.99992610|734.00000027|738.21366304|33920.36841611
				1514557200|736.72161003|733.05623130|733.45049986|735.99999909|735.77750946|42180.49882906
				1514556900|736.08499976|733.05599984|735.99999934|735.99999998|735.06948939|29839.47432560
				1514556600|737.69999987|734.32980713|735.99999998|736.16999999|736.28403008|40437.09173508
				1514556300|738.00000000|735.50000000|736.16999998|736.16999998|737.01940970|78962.33281764
				1514556000|736.21752503|729.90000016|736.16999998|731.99999998|735.17944924|99103.64023063
				1514555700|732.00000000|726.00000089|732.00000000|727.79481620|729.76649128|36539.21792451
				1514555400|729.06774854|721.37743437|729.06774818|722.92000000|725.87480170|32311.53329589
				1514555100|722.92000000|720.00000002|722.92000000|720.00000002|720.70250816|44621.52707757
				1514554800|720.00000004|717.10000009|720.00000004|719.80001620|719.69818836|27191.08409509
				1514554500|722.48712858|715.00000000|719.80001624|715.00000000|718.14909879|39913.69595747
				1514554200|724.24500817|715.00000000|715.00000000|720.01083499|719.76762825|77137.46623023
				1514553900|724.57104607|720.01058712|720.01058713|722.69999992|721.31111278|22449.81460613
				1514553600|722.70000000|722.00000000|722.70000000|722.69999976|722.49656323|32967.72495159
				1514553300|722.70000000|718.00000000|722.69999976|719.97493386|720.04873200|29602.18187568
				1514553000|722.99989838|718.46410939|719.97493389|722.10000000|720.89352557|46935.44207487
				1514552700|722.99989891|718.46410976|718.46410984|720.99999992|721.11450244|86921.66253483
				1514552400|721.00000000|719.99999997|720.99999992|720.00000000|720.17099171|23448.09290597
				1514552100|720.00000000|717.00000002|720.00000000|719.99975009|719.39268011|45240.47322844
				1514551800|720.00000000|712.00103974|719.99975002|717.49999966|717.10378777|50195.58602448
				1514551500|720.00000000|710.00010001|718.99999963|719.99989980|717.03027518|83756.76837688
				1514551200|722.99999989|717.00024930|717.00024930|722.99999988|719.97459757|43993.18791226
				1514550900|723.00000000|719.46406689|722.54522518|721.00300100|721.90568601|13772.45529407
				1514550600|722.54522530|716.00024847|722.54522516|716.00024847|718.59918658|10204.12023452
				1514550300|717.99999985|711.00000133|717.30045185|714.00000000|711.60097587|177039.78142100
