situation elements:2
	8|Gen|2156
	31|Date|2017-11-29 18:12:44.877000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:459.20000001
			high24hr:480.49000000
			highestbid:459.20000001
			percentchange:-0.03326311
			low24hr:450.16988713
			lowestask:459.29999991
			candle300|288
				1511939400|459.60000000|459.00000000|459.00000001|459.60000000|459.24993079|41089.84176432
				1511939100|460.23272752|456.65973033|459.30204301|459.54253504|459.23788371|100238.48211275
				1511938800|460.94187694|450.16988716|459.47499222|450.52000000|453.73975523|171477.42377060
				1511938500|456.99999958|450.16988713|450.52000000|456.99999958|453.12047259|408749.59755297
				1511938200|458.83399922|455.05000010|455.05000010|457.49999900|457.34115965|209206.26763109
				1511937900|458.83482348|456.37321348|458.83399992|456.37321348|457.99551250|87751.85064444
				1511937600|463.34999976|455.55500000|456.37321348|460.10000000|457.52997010|172424.22792566
				1511937300|464.99999881|459.67783004|463.32230133|463.61000000|462.36474031|76423.31231532
				1511937000|464.99999962|462.31000000|464.99999962|462.32000001|463.41917724|51428.87175254
				1511936700|466.99999961|462.31000000|462.31000000|466.99999961|463.80102871|81331.57049450
				1511936400|467.25375553|465.37441116|466.11111112|466.67800006|466.55399110|40732.66439547
				1511936100|467.00000000|462.90000012|467.00000000|464.29999999|464.13129442|52119.42304055
				1511935800|464.36314236|462.31000034|464.30000000|463.35000000|463.79687434|100972.40517361
				1511935500|467.00000000|462.31000006|463.35000000|465.59595088|464.57790845|131577.43749021
				1511935200|465.73199994|456.00000004|465.00000000|458.76247830|459.99137079|275340.24296813
				1511934900|462.98999976|456.33461768|459.72124487|461.00000004|458.67726750|371180.98809201
				1511934600|464.02134161|459.00010000|461.00000004|463.65032443|461.57733437|161932.11452235
				1511934300|463.65032453|460.00000001|463.65032436|461.71187666|462.60413424|141066.52538377
				1511934000|466.48647394|458.00000000|462.16988663|462.11999997|462.81066411|447755.03278584
				1511933700|467.99999928|458.07300000|462.11999997|466.00099976|461.74842045|451690.18276152
				1511933400|470.85771960|466.00099976|466.00099976|470.85771960|467.93663716|317285.15682830
				1511933100|470.85771969|467.89264447|470.85771960|467.89264460|469.38503746|142533.44227467
				1511932800|470.87130040|467.12056051|469.98999927|469.15000002|469.67531362|98005.50810862
				1511932500|470.87131541|467.12056054|469.14000004|469.00995079|469.22176827|60721.97765851
				1511932200|473.94998799|467.13424149|469.00995076|473.47850916|468.34086448|1052938.13816380
