situation elements:2
	8|Gen|1307
	31|Date|2017-11-05 01:51:20.345000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:299.00120038
			high24hr:305.00000000
			highestbid:299.00120050
			percentchange:0.00809575
			low24hr:291.13823998
			lowestask:299.99999897
			candle300|288
				1509807000|299.00120038|299.00120038|299.00120038|299.00120038|299.00120038|802.77420406
				1509806700|300.29999996|299.00000094|299.63501500|300.00000000|299.73597482|14029.02879149
				1509806400|300.99999997|300.00000000|300.00000055|300.53662710|300.37270871|19195.45859970
				1509806100|301.14393999|300.53662389|301.00000000|300.69098136|301.00148479|8702.39351640
				1509805800|301.13794589|300.47626107|300.69098158|300.99999989|300.98963898|20532.18338103
				1509805500|300.99999989|300.21400205|300.78505890|300.26221222|300.64664910|169.06619886
				1509805200|300.26221222|300.00000000|300.21400203|300.00000000|300.02485456|1159.70409283
				1509804900|300.21400193|298.21400299|300.21400192|300.01736737|299.69127433|9227.20579988
				1509804600|300.01736739|298.21398797|300.01736739|298.21398802|298.96668815|28485.15849059
				1509804300|299.48442973|298.21398562|298.99999912|298.21398563|298.73814246|21312.22381605
				1509804000|299.52000004|298.21398561|298.99999929|299.52000004|298.96220724|49318.97845374
				1509803700|299.52000004|298.84523451|299.52000004|299.37699990|299.02681537|6598.82104897
				1509803400|299.37699997|297.52000000|299.37699992|297.52000000|298.12693252|30136.82327247
				1509803100|299.27199999|297.52000000|298.00000000|298.43434593|298.27370068|22385.51029867
				1509802800|299.97999989|298.29100004|298.97172947|299.00000006|298.94693393|44807.84553259
				1509802500|299.99061866|299.11892881|299.11892887|299.70000000|299.26872284|9791.15800441
				1509802200|300.63999982|299.00000000|299.99999994|299.37718192|299.13386595|20511.92304590
				1509801900|300.50001008|299.37718192|299.37718192|300.50000948|300.25393137|11565.04400990
				1509801600|301.49999805|300.50000641|300.50000909|301.00000000|300.59407209|4555.83630500
				1509801300|301.00000000|300.50000366|300.50000534|300.50000366|300.54286633|2985.11565326
				1509801000|301.50000000|300.99300013|301.49999999|301.00000000|301.00167052|13833.52249492
				1509800700|301.97999851|301.00000000|301.00000000|301.00000007|301.31260410|5379.95158480
				1509800400|301.99300013|301.00000000|301.99299740|301.99300013|301.15326617|14785.53462804
				1509800100|301.99300013|301.05300273|301.99300013|301.05300273|301.90989341|2592.63100590
				1509799800|301.98099969|301.05300019|301.60000001|301.98099969|301.59964110|4562.77083900
				1509799500|301.99149997|301.34348288|301.60000001|301.99149997|301.59830836|7185.71122684
				1509799200|301.99399999|301.59300013|301.99149997|301.65300013|301.76260791|3881.70646857
				1509798900|301.99399998|301.00000000|301.80000000|301.00000000|301.46075909|5950.28952656
				1509798600|301.00000000|299.15000217|301.00000000|299.15000217|300.15043349|15258.22863353
				1509798300|299.99999997|299.15000000|299.99999997|299.99999994|299.68320450|13033.73044901
				1509798000|300.99999589|299.75000000|299.75000000|300.00000321|300.00340362|11677.37853009
				1509797700|300.99999953|300.00000279|300.00000279|300.40000016|300.42779643|2151.63216189
				1509797400|300.99999965|299.75000011|300.99999965|299.75000011|300.38839475|13980.26630513
				1509797100|300.00000000|299.50000407|299.75000011|299.59000092|299.80948616|21242.63380350
				1509796800|299.99999999|299.50000067|299.50000459|299.50000067|299.96276391|22503.24210363
				1509796500|299.99999941|299.50000000|299.79000000|299.99999941|299.57531305|800.74495894
				1509796200|299.99999999|299.50000000|299.50000000|299.50000000|299.81481481|21820.72323324
				1509795900|299.76044668|299.06044970|299.06045138|299.06044970|299.12073323|4355.81193486
				1509795600|299.89170688|299.06044737|299.06044948|299.20000000|299.39733328|11704.40469486
				1509795300|299.99999999|299.06044546|299.20000000|299.83860900|299.07604912|7717.94587367
				1509795000|299.93860900|299.06044052|299.06044271|299.50000277|299.59923679|11797.48002308
				1509794700|299.89900078|299.03860880|299.03860880|299.89900078|299.35716105|32941.00836952
				1509794400|300.53678067|298.99444043|299.99900084|298.99444043|299.55157858|9373.25713158
				1509794100|300.19999912|298.99443997|299.00000000|300.19999912|299.05749717|211928.48111479
				1509793800|300.99999814|300.00000000|300.00000000|300.00060346|300.26049725|17318.77071036
				1509793500|301.00000000|300.00060102|300.00060279|300.00060102|300.69937626|8364.46979754
				1509793200|300.59300013|299.70039960|300.00060054|300.00059237|300.09543183|13675.74462170
				1509792900|301.29170691|299.65226913|299.65226913|300.83600065|300.70895063|6615.62580014
				1509792600|301.59300012|300.83600008|301.29170692|301.59299877|301.50620290|21345.17905882
				1509792300|301.99999640|300.93000002|301.59299910|301.99999640|301.50613736|13330.61368173
				1509792000|301.99999751|300.93000001|300.93000105|300.93000036|301.18651430|11692.39104663
				1509791700|301.42000001|300.93000000|301.40000000|301.00000000|301.01238367|15503.36700947
				1509791400|302.86599990|300.93000000|300.93000000|302.35500039|301.98529636|54860.32498557
				1509791100|302.85000507|301.30000031|302.35500036|301.30000031|302.33286129|28625.63305667
				1509790800|302.23400000|300.99999984|302.23399999|300.99999984|301.30584032|46132.22825786
				1509790500|301.00000000|300.00000010|300.10000056|300.30000000|300.60923046|18169.30616205
				1509790200|300.30000000|299.70029970|300.00000010|299.90000000|299.99529553|9649.35280594
				1509789900|299.90000000|299.00000003|299.90000000|299.10000001|299.66423537|26122.96887344
				1509789600|299.20000000|299.10000000|299.10000000|299.10000000|299.10138814|646.40339869
