situation elements:2
	8|Gen|1608
	31|Date|2017-11-11 08:22:07.234000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:296.50000150
			high24hr:324.54999249
			highestbid:295.00100005
			percentchange:-0.08642733
			low24hr:287.85458753
			lowestask:296.50000150
			candle300|288
				1510348800|296.99999990|295.00000002|295.35225169|296.99999990|295.47629357|44854.58263236
				1510348500|297.00000000|295.49999991|296.99999991|296.78999994|295.71323149|147940.29331701
				1510348200|296.80000000|295.51000050|296.78999995|296.79999999|296.24539853|97159.52163131
				1510347900|296.99999999|294.91003050|296.80000000|296.14291963|295.72842560|92447.36259468
				1510347600|296.14292033|291.35457843|295.05355953|291.99999996|293.70320202|114594.75375710
				1510347300|292.32334494|291.12658132|291.35457850|291.69937123|291.68199226|74822.79493934
				1510347000|294.35425000|290.00000001|291.24457879|293.12655205|292.07665855|122872.46793147
				1510346700|293.87628924|290.00000000|293.12655205|293.68631329|291.79859481|280500.31238412
				1510346400|294.24259040|292.38744888|293.68631329|294.24259040|293.47014928|26041.49602694
				1510346100|294.25259321|292.38744887|294.24259041|294.25259321|292.84294460|49998.17181457
				1510345800|294.35425000|292.40910007|293.10000009|293.99999720|293.33126105|47242.71234483
				1510345500|294.00000006|291.35425001|293.99999720|292.99642000|292.78540816|70079.46589408
				1510345200|292.99642070|290.21000040|292.99642000|290.99999939|291.48859569|81182.68572898
				1510344900|293.99999989|290.00000000|290.99999939|292.61419210|291.88479398|42586.82043840
				1510344600|294.17016553|291.31000004|292.61419210|293.99999942|292.95116463|74004.87265888
				1510344300|296.13621941|291.23535025|293.99999945|296.13621941|293.52086677|93354.99206605
				1510344000|296.99999987|295.00000000|296.13621941|296.99999977|295.56367667|147794.10414960
				1510343700|297.83058685|295.32999996|296.99999987|296.00000000|296.23853462|70409.32181996
				1510343400|296.07999999|292.20000021|295.40000010|295.30996651|295.03654248|68110.09276870
				1510343100|295.30996672|290.00000000|295.30996654|292.99999970|292.63204914|251879.83841364
				1510342800|294.79999970|289.80000000|292.99999973|294.79999970|292.11663488|280911.92568925
				1510342500|294.89441111|293.50000003|294.79999970|294.89441111|294.02039440|72615.61490587
				1510342200|295.14589106|293.00000044|294.89441111|294.46433560|293.89459192|112898.88205740
				1510341900|294.98913980|293.00000000|294.46433560|293.51909727|294.15239561|37964.02556546
				1510341600|293.88335984|292.00000000|293.51909727|293.88335984|292.85690314|127003.25854720
				1510341300|294.98913980|292.98123863|293.88335985|294.20099993|294.13489227|143425.83603113
				1510341000|294.39980199|293.26543740|294.20099993|294.00000000|293.91416569|122735.09608434
				1510340700|294.39980205|287.85458753|294.00000000|288.15908216|290.34047110|467586.49186847
				1510340400|291.88158884|288.15908215|288.15908216|290.45599910|289.70051294|436633.59057223
				1510340100|293.10000000|290.45599885|290.45599885|292.39999997|291.11664895|556455.86379640
				1510339800|292.46759981|290.45599885|292.40000000|291.00000000|290.98680555|67816.77303223
				1510339500|292.29999987|290.45599885|291.00000000|291.75999995|291.27496228|204264.40981545
				1510339200|293.49999996|291.01000011|291.75999998|293.39999983|292.51490217|208907.62738147
				1510338900|293.49999999|291.61000005|293.39999983|292.19000007|292.92153056|129032.78126202
				1510338600|292.67669534|291.00000000|292.19000006|292.67669534|291.93147375|261200.52849446
				1510338300|293.89999970|292.48000002|292.67669540|293.89999970|293.08341616|102667.51122720
				1510338000|293.99998470|293.01000001|293.89999970|293.99998455|293.36901007|93458.90158489
				1510337700|295.60910008|293.33965693|293.99998455|294.30000006|293.81861040|188855.69188774
				1510337400|295.67999948|294.00000001|294.47541967|295.67999948|294.51420373|114030.31747493
				1510337100|297.99999995|295.00000000|295.00000000|297.99999995|295.63616622|251836.04281658
				1510336800|300.64169935|297.12514023|297.99999998|300.64169935|299.21010240|57255.52411195
				1510336500|300.64170000|299.54065479|300.64169935|300.00000000|299.85627899|59106.77695397
				1510336200|300.54065540|299.10000001|299.99999999|299.64056189|300.03895471|14651.45998530
				1510335900|300.64170000|299.00000026|299.64056189|299.94020253|299.81470719|45719.45378903
				1510335600|299.94020267|297.52369131|299.94020253|299.02680848|299.16964362|115277.87375082
				1510335300|299.02680848|297.00000010|299.02680848|297.89999978|298.25933350|52661.61788795
				1510335000|299.29999949|296.61999962|297.89999978|298.35424923|297.63829300|145543.12324271
				1510334700|301.12115598|298.10000000|299.29999949|300.10000001|299.49932759|288782.98223442
				1510334400|301.84899911|300.00000302|300.10000001|301.84899911|300.14546263|63366.37386404
				1510334100|302.36056053|300.13709358|301.84899911|302.36056053|301.52606429|88588.13419172
