situation elements:2
	8|Gen|2028
	31|Date|2017-11-27 02:13:03.208000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:456.00000003
			high24hr:475.63070564
			highestbid:456.00000003
			percentchange:-0.03428704
			low24hr:445.00000000
			lowestask:456.00000011
			candle300|288
				1511709000|457.77999884|455.40000007|456.00000011|456.00000082|455.69007426|43995.07442033
				1511708700|457.78899871|455.54325430|457.78899832|457.00000000|456.56149589|18641.69787568
				1511708400|457.89999991|455.54325410|457.00000000|456.39000063|456.42086031|6381.84006379
				1511708100|457.89999999|456.39000063|457.00000000|457.89999999|456.84575421|22768.09973837
				1511707800|458.08999973|456.39000043|456.39000092|456.39000043|456.41878190|110914.17263509
				1511707500|457.00000000|455.86744251|456.39000016|456.99999895|456.49187748|23219.41340691
				1511707200|457.99999932|456.00000000|456.39000000|456.00000021|456.03461212|58473.41836443
				1511706900|458.14999668|456.00000020|456.00000020|457.55000014|456.42054642|29305.44928341
				1511706600|458.14999951|456.50000000|458.14999790|458.14999951|457.13709437|31718.82375243
				1511706300|459.11058712|457.55000000|457.55000014|457.55000000|458.64773733|51402.22524573
				1511706000|457.99999964|456.71000000|456.71000000|457.99999964|457.13589302|11811.14193595
				1511705700|458.15999973|456.73000003|458.15998902|458.15999958|457.36096091|7926.13067224
				1511705400|458.17795024|457.20000006|458.15999973|457.21000000|457.56452330|35888.34277870
				1511705100|457.30000006|456.50000057|457.20000006|457.30000006|456.85205047|17545.81254346
				1511704800|458.84999976|457.26000027|458.84989936|458.00000000|458.30666798|35213.24413606
				1511704500|458.87999970|457.25000003|458.83999994|457.73000000|458.02565362|10561.54007954
				1511704200|457.73248290|456.50000004|457.73000000|457.34650000|457.01173750|31808.52239895
				1511703900|457.43000000|457.10421595|457.10421595|457.42000248|457.40476933|14897.43111844
				1511703600|459.99999802|457.41050030|458.99999826|459.99999801|458.61394604|11702.61207175
				1511703300|460.96999551|457.41050014|457.41050035|459.00000000|458.38024142|12517.65656720
				1511703000|460.96999850|458.00000000|458.00000000|459.07000003|458.12663643|66713.05517674
				1511702700|460.99999959|459.06380006|460.96999988|459.60000000|459.92738511|23924.03588808
				1511702400|460.99999972|459.50000001|459.60000006|459.56170027|460.32436285|26632.29715583
				1511702100|462.24879315|460.00000000|460.99999992|462.24879315|460.35990896|10848.34733073
				1511701800|462.24879404|460.05000024|461.00000000|462.24879404|461.22444017|12559.26288185
