situation elements:2
	8|Gen|2210
	31|Date|2017-11-30 21:12:41.464000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:440.99999965
			high24hr:513.00000000
			highestbid:440.00000000
			percentchange:-0.06166220
			low24hr:389.00000000
			lowestask:440.99999960
			candle300|288
				1512036600|442.53999898|439.90000000|440.99999954|442.00000000|441.44221466|69234.43268436
				1512036300|443.64085680|441.92758975|442.00000000|442.53783252|442.25763220|8079.49512664
				1512036000|442.53783253|439.95600088|442.53783252|439.95600088|441.53930625|26673.25935593
				1512035700|441.10000000|437.63396832|441.10000000|440.00000000|440.81081435|28759.74592216
				1512035400|440.00000000|437.37875798|440.00000000|438.99999991|439.50642457|21501.54357864
				1512035100|440.99999992|437.37875798|438.99999976|440.00000019|439.09686712|57105.76512331
				1512034800|441.91443114|440.00000016|440.00000019|440.00000016|440.45497955|20254.71353481
				1512034500|440.00000016|437.38872570|440.00000016|440.00000013|438.72872969|78217.05930836
				1512034200|444.68999999|439.45900614|439.50000000|443.20950016|440.81286188|79899.80329068
				1512033900|444.69999999|442.92599358|444.69999833|444.69999999|443.97888463|19297.27445698
				1512033600|446.58818985|442.27883742|446.52120153|444.00000000|444.85618413|29431.37938811
				1512033300|444.69026856|441.10000079|443.97883570|443.97883570|444.30298839|9553.54022158
				1512033000|443.97883570|440.83116435|442.05658036|440.83116435|442.08309587|12029.05403634
				1512032700|442.00000000|440.66000000|442.00000000|441.99999999|441.64126613|40351.39781539
				1512032400|441.99999999|440.66000049|441.99999999|441.13116346|441.30629070|53470.74189430
				1512032100|441.13116346|440.65675045|441.13116346|441.13116345|441.08817303|181387.21003134
				1512031800|441.13116346|440.70082052|441.13116346|440.95620094|441.12107955|59781.04012434
				1512031500|440.95620100|437.00790778|440.95620097|440.23356876|439.93728219|10619.59820738
				1512031200|440.78165368|437.00790756|437.00790763|437.95620001|438.41815811|27875.87648005
				1512030900|441.93802881|437.95620001|440.78165380|440.22875001|439.71395588|9016.29370174
				1512030600|443.97883549|440.00000000|440.00000000|443.97883549|441.88155944|214325.48800283
				1512030300|448.00000000|442.17475236|443.97883549|445.50878725|446.05691024|97877.65091898
				1512030000|447.30123467|442.94360847|445.50878721|444.40000000|445.60130636|87105.47404749
				1512029700|444.89014848|440.93606973|444.49999994|440.93606973|442.94971393|109458.45307007
				1512029400|442.99999852|439.45082502|440.93606980|439.49000000|440.11723638|68149.83002359
				1512029100|439.49000000|434.99999999|438.06109434|434.99999999|438.12856479|15806.57261933
				1512028800|436.22024941|433.43264589|434.99999999|433.43264589|434.80960720|39201.18561274
				1512028500|434.99999999|433.20000046|434.99999845|434.90000000|434.20740184|20682.14358691
				1512028200|434.99999999|430.56000033|433.01000043|431.90000000|434.07048688|65174.13107500
				1512027900|431.90000000|430.10000019|431.90000000|431.10000012|431.62562907|22988.37180664
				1512027600|431.90000000|429.96679716|431.50000000|429.96679716|431.66268174|76776.55266190
				1512027300|431.99999975|429.96679716|429.96679716|430.65000001|430.61524596|5172.51653119
				1512027000|434.45479555|430.73152844|431.99999980|434.00000000|432.20579252|43618.72737502
				1512026700|435.63575362|432.00000008|433.86836977|432.00000008|434.15120902|28584.88916794
				1512026400|435.06075904|431.50000115|434.00000102|431.50000118|432.25514360|86901.55003309
				1512026100|435.63575362|431.50000009|434.99999994|435.00000000|432.81302349|17475.57940737
				1512025800|435.63575362|430.06080234|435.63575362|433.53152835|434.44531191|78317.30516596
				1512025500|433.53152839|426.25000000|430.06075925|426.25000000|429.67089272|59203.63075421
				1512025200|428.37616522|425.00000001|428.37616522|427.49999999|426.57141930|64933.41550946
				1512024900|431.59999985|425.70000001|427.49999954|430.56972576|427.71002099|96701.78657261
				1512024600|433.00605480|426.19846619|431.88594750|428.09999992|429.79318153|62091.07982326
				1512024300|428.14579712|420.00000000|425.50000006|420.00000000|422.13344351|118457.30189829
				1512024000|422.10000008|419.00000000|420.00000000|420.95720012|420.04875667|171678.38593444
				1512023700|425.00739565|420.00000000|420.95720012|422.75838593|421.59840848|207185.97795337
				1512023400|427.08028581|422.19750004|422.19750020|427.08028580|425.49823451|141944.87547035
				1512023100|430.00000000|427.00000010|427.08028579|430.00000000|428.46707703|46412.06869858
				1512022800|431.58999995|427.95720012|430.00000000|429.54033663|428.94673898|207545.27790765
				1512022500|430.00000000|421.00000000|430.00000000|423.00000001|424.53784158|161461.92705340
				1512022200|435.34999991|423.00000000|423.00000000|434.00000000|430.51618435|340417.43840088
				1512021900|439.08019995|434.00000000|434.00000000|439.08019995|434.14970212|41555.18033673
				1512021600|440.21738226|435.00000000|439.59999956|440.00000000|439.35803260|66455.60881928
				1512021300|440.00000000|435.70740011|440.00000000|438.00000000|438.77003600|67768.22412807
				1512021000|437.55999989|434.04340108|437.55999824|434.05121002|435.91284896|40566.28250694
				1512020700|439.93902000|434.00000000|435.00000100|439.00000000|435.40054227|87598.25607381
				1512020400|439.93902097|437.00000000|439.00000000|437.80673300|438.25341041|51236.98713965
				1512020100|444.99999996|437.44895577|437.44895577|443.90000091|440.09435639|310229.38821213
				1512019800|443.99999979|442.04420028|443.49080200|442.54420265|442.55490334|84068.20104802
				1512019500|445.83571525|442.04420012|442.54420263|444.95999980|444.18006970|112951.20684524
				1512019200|447.98999994|441.40484912|444.95999992|447.98999994|445.97961334|158414.75220895
				1512018900|449.27999967|447.39000000|447.39000000|449.27999967|447.93703657|30633.34183898
				1512018600|449.89999992|448.00000000|449.27999967|448.00000074|448.14555567|32028.26950236
				1512018300|449.89999999|447.00000266|448.00000065|448.54999957|448.75433026|44179.96477551
				1512018000|448.58999988|446.00100018|447.00000030|447.00000000|447.51370974|54862.99714523
				1512017700|449.00000001|445.00000000|446.00000131|448.50000001|446.88798985|68170.61990884
				1512017400|451.90000000|448.50000000|448.50000001|450.28683899|450.26368100|64816.36229404
				1512017100|451.90000000|449.00000020|451.89999000|450.00000005|451.21428596|22242.45115436
				1512016800|451.99999961|448.48434792|448.48434798|451.99999960|450.46056080|21944.57563840
				1512016500|453.36999959|447.67900001|450.00000005|452.00000000|450.56395583|36581.28453749
				1512016200|453.36999998|449.25912403|452.00000000|450.00000000|452.02561579|57918.51980271
				1512015900|455.69999999|449.25912342|449.25912342|455.69999999|451.99527905|73905.97531880
				1512015600|455.83342406|452.00000050|455.69999999|453.47586033|453.95364631|129475.03152456
				1512015300|453.76709428|451.10000046|453.00000015|452.33388800|452.43040286|26920.37164616
				1512015000|452.33388800|451.10000010|452.00000017|451.56509843|451.99610684|76294.22390190
				1512014700|451.56509844|450.00000004|451.56509844|450.00000004|450.82656781|4376.34497917
				1512014400|450.99999997|448.99150781|450.00000000|450.99999926|450.13180896|24126.92760709
				1512014100|450.99999990|448.00000020|450.99999926|450.79999979|450.33031812|97201.14442894
				1512013800|451.00000000|448.00000009|449.80000000|449.69999999|449.40722370|119844.17470294
				1512013500|449.80000000|447.56509830|449.80000000|448.89999923|448.47490043|60682.05619569
				1512013200|450.00000000|448.33475603|448.89999913|448.95826950|449.23967140|94146.99209581
				1512012900|448.95826950|447.05827579|448.89999923|448.94999971|448.77734031|15168.25047024
				1512012600|448.95827003|447.05827482|448.94999987|448.95827003|448.69824080|16401.64713953
				1512012300|448.95827050|444.99000123|448.95827042|444.99000123|446.67636388|28004.53819741
				1512012000|446.83571571|444.50087875|444.50087916|446.83571571|445.76076089|59821.68710722
				1512011700|449.98535622|445.83571562|446.83571568|448.16290129|448.06500066|18838.29814656
				1512011400|449.89499960|448.16290128|448.16290128|449.14666683|449.14598027|41459.45589377
				1512011100|449.30532556|447.08000020|449.30532556|447.14666665|447.59282182|28091.21107995
				1512010800|447.14666664|445.57435838|447.08000012|445.57435839|446.79475667|16441.30588915
				1512010500|447.00000000|445.57435838|445.57435839|445.57435838|446.38870595|10397.98777901
				1512010200|446.35271053|443.50000002|446.35271050|443.50000002|445.30344465|18661.22248035
				1512009900|444.99999900|442.30381959|443.49999999|443.71999970|443.74158967|18546.35459237
				1512009600|446.88594670|443.17300060|443.72000043|445.99999999|445.98684795|46660.46947472
				1512009300|446.00000000|440.00000000|445.99999999|442.89841114|443.20937496|81684.44558089
				1512009000|443.49999997|435.01000005|442.89841114|435.01000005|437.83436268|52137.32338236
				1512008700|447.99999977|434.12000001|435.01000005|447.44138950|441.45184327|384423.70284145
				1512008400|447.44138950|445.20000010|447.00010001|446.28155065|446.69214385|134306.13546293
