situation elements:2
	8|Gen|6893
	31|Date|2018-03-07 00:02:24.262000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:829.18855008
			high24hr:869.32999999
			highestbid:829.18855008
			percentchange:-0.04361182
			low24hr:827.00000000
			lowestask:830.00000000
			candle300|288
				1520341200|830.00000000|829.18530008|829.18855008|830.00000000|829.22934109|1590.90786892
				1520340900|830.99999971|829.10850078|829.14520002|830.37609994|829.68755791|5808.46002850
				1520340600|831.02676339|828.51040003|828.51040003|830.37609996|830.73188605|5679.99044727
				1520340300|830.71339995|827.20760004|830.71339995|827.20760004|829.42583365|20908.81962071
				1520340000|828.88880000|827.00000000|827.00000000|828.88880000|828.03771189|29533.79075975
				1520339700|830.40039989|828.88880000|828.88880000|829.12910005|829.41083140|5231.51469961
				1520339400|830.48459996|829.00000000|830.44520000|829.00000000|830.19970033|7269.15088602
				1520339100|834.00000000|829.17190005|829.31640003|833.99999998|831.81136155|72969.67712557
				1520338800|833.99999969|832.10000000|832.50000004|832.10000000|833.67232715|13816.90914741
				1520338500|833.87209969|833.87209969|833.87209969|833.87209969|833.87209969|0.00000000
				1520338200|834.23239999|832.10000003|833.87209969|833.90800000|832.37928126|7202.63929212
				1520337900|834.63750000|832.74899974|834.04919999|834.00000000|834.00025977|22541.11362503
				1520337600|834.00000000|833.00000000|834.00000000|833.86429954|833.76245251|10318.65364225
				1520337300|835.00000000|832.00000000|832.10000000|833.66360004|832.60806673|35229.72983135
				1520337000|834.54000000|832.31590043|834.53999995|833.46479997|833.42563289|11841.55687768
				1520336700|833.46479997|829.99999997|833.46479997|829.99999997|830.61329353|48347.52464736
				1520336400|830.00000000|828.31950001|829.99999997|829.99999997|829.36834067|39855.79123352
				1520336100|831.68759953|829.02377100|829.02377100|831.50000000|830.06790884|15248.33648699
				1520335800|831.68759980|829.91280001|831.68759980|830.00000000|830.70305322|10824.29266600
				1520335500|834.13539987|829.16630000|830.49699999|834.13539987|830.79849156|19612.50359267
				1520335200|834.13539990|832.19580036|834.13539987|832.30970003|832.94832078|8226.30273414
				1520334900|833.86569989|832.30970003|832.30970003|833.47989998|833.21094240|15442.68252215
				1520334600|833.95249987|832.30000002|833.44780000|833.49732515|832.87293845|9235.25854070
				1520334300|833.73829999|832.50000043|833.20000000|832.50000043|832.93699016|5034.30729301
				1520334000|834.50000000|832.50000028|834.31429991|834.49999965|834.00034281|12347.08712837
				1520333700|835.00000000|832.58380004|834.49999992|834.52168756|833.83239699|5279.04709611
				1520333400|834.52168756|832.30000002|834.52168756|832.30000002|833.25338787|12250.85293221
				1520333100|834.00000000|832.27680000|833.73019942|832.27680000|833.47012086|15946.62099583
				1520332800|834.19920000|830.46290000|831.98360003|833.78209997|831.21704509|225356.00227954
				1520332500|835.08029994|831.00000000|833.78210021|835.08029994|833.13553994|267944.65041834
				1520332200|838.46999994|835.08030057|835.35180006|838.40000000|836.56439796|6882.15456167
				1520331900|838.40000000|837.00000000|838.40000000|837.08169650|837.32030731|17817.90071150
				1520331600|839.05980915|837.08169650|837.99170900|839.05980915|838.20867849|6362.80673961
				1520331300|840.92729951|839.05980915|839.05980915|840.68000000|840.11412950|14704.48502918
				1520331000|842.64360000|840.68000000|840.68000000|841.90000000|841.76403148|2511.40837522
				1520330700|846.10020000|841.90000000|841.90000000|846.10020000|844.83528073|22258.60869724
				1520330400|848.71649909|846.10010023|846.10020049|846.84209667|846.33334010|17080.70518278
				1520330100|848.71650000|847.99359992|848.71650000|847.99359992|848.39234246|2291.81146691
				1520329800|847.99359968|846.74209666|847.99359926|846.74209666|847.96384662|15383.62293883
				1520329500|846.74209664|846.19999999|846.74209664|846.19999999|846.34759818|290.11012411
				1520329200|846.10010038|846.10010038|846.10010038|846.10010038|846.10010038|689.13584025
				1520328900|846.10000112|846.10000091|846.10000112|846.10000091|846.10000092|584.92657182
				1520328600|846.20000000|846.09999996|846.20000000|846.09999996|846.18656668|239.36899366
				1520328300|846.09999996|846.09999996|846.09999996|846.09999996|846.09999996|83.86302907
				1520328000|845.69470015|845.69470015|845.69470015|845.69470015|845.69470015|802.07495994
				1520327700|846.74209671|846.20000000|846.20000000|846.74209667|846.45682056|190.08292531
				1520327400|846.74209671|845.24380053|846.74209671|845.24380053|845.39509757|220.15231314
				1520327100|846.20000005|845.24380009|845.24380033|845.24380009|845.47282758|852.27917130
				1520326800|846.29579996|845.88880000|846.10000005|846.29299997|846.02335842|1696.75833091
				1520326500|846.29299997|846.29000000|846.29299995|846.29000000|846.29204685|128.44233635
				1520326200|846.49999964|846.29299999|846.29300000|846.49999964|846.45930464|943.30604027
				1520325900|846.99999855|845.10000000|846.99999852|845.14972510|845.63792353|5978.75979472
				1520325600|846.49999990|845.14972510|845.14972510|845.48909924|845.75646185|884.52538832
				1520325300|846.50000000|845.48909924|845.48909924|846.50000000|845.55998353|12941.77817672
				1520325000|848.28419994|847.48909970|847.48909970|848.28419994|847.94627533|535.51405971
				1520324700|848.00000000|848.00000000|848.00000000|848.00000000|848.00000000|2181.71821168
				1520324400|848.55029884|846.63190013|848.55029884|846.88360007|846.71343545|1168.37608478
				1520324100|847.85870000|847.08120003|847.08120003|847.85870000|847.31729664|4681.47646272
				1520323800|847.58390055|847.58390055|847.58390055|847.58390055|847.58390055|0.00000000
				1520323500|847.58390055|846.87580047|847.58390055|846.95900015|847.19949316|3715.62883942
				1520323200|849.03879852|847.44680005|849.03879852|847.44680005|848.99403648|1371.02070494
				1520322900|849.03879903|847.42310015|847.42310015|849.03879903|848.63075342|693.31885916
				1520322600|849.24060000|847.27510038|847.27510038|848.16429876|848.73953155|4359.34186483
				1520322300|848.16429939|846.46890919|848.16429939|846.49999984|847.16643195|6880.97577082
				1520322000|846.49999992|846.46890900|846.46890900|846.46890900|846.49913193|1716.63043725
				1520321700|847.37839837|847.37839837|847.37839837|847.37839837|847.37839837|0.00000000
				1520321400|847.37839867|846.50000000|847.37839837|846.50000000|847.28732074|6987.31915415
				1520321100|846.50000000|846.50000000|846.50000000|846.50000000|846.50000000|56.41076000
				1520320800|847.76989996|846.50000000|847.76989996|846.50000002|846.52145911|5587.17418698
				1520320500|847.88835873|847.88835866|847.88835866|847.88835873|847.88835872|135.44671440
				1520320200|849.00000000|846.66130064|846.66130064|849.00000000|848.99882393|2001.00347730
				1520319900|849.60429984|848.93229994|849.60429984|848.93229994|849.12428276|1185.76003772
				1520319600|849.08380000|846.95750013|846.95750013|848.49229928|848.50404428|20108.41577790
				1520319300|848.49229995|846.93200106|846.93200106|848.49229995|846.94935550|10116.62923633
				1520319000|849.44919998|848.48269994|848.83440000|848.48269994|849.40871399|5344.20198223
