situation elements:2
	8|Gen|4701
	31|Date|2018-01-23 17:17:11.556000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:972.56249949
			high24hr:1084.66763785
			highestbid:968.76953110
			percentchange:-0.07438743
			low24hr:902.00000000
			lowestask:972.56249934
			candle300|288
				1516688100|975.00000000|964.82841700|972.56249949|965.35017670|970.09798495|42564.48317586
				1516687800|964.92841700|959.65507779|964.92841700|962.01507762|963.38217679|28257.78068358
				1516687500|962.01507757|954.67895789|959.65507772|954.67895789|960.24241369|9996.75283107
				1516687200|956.89086786|948.00000000|952.53895857|955.79881942|954.09871827|13720.62292285
				1516686900|954.78511715|950.00000001|953.09000012|951.20000000|950.92021092|119614.70544286
				1516686600|952.87935845|949.40389218|951.00000000|949.73044007|951.32583061|2351.05435387
				1516686300|952.43837530|941.00000003|948.29366960|947.47285720|947.98200764|50222.18757761
				1516686000|957.00000000|947.47285715|950.84549484|950.83886280|951.33578701|78690.32822408
				1516685700|958.64702435|947.72095918|952.83277574|955.00000009|951.45904124|119633.84630257
				1516685400|954.52156799|945.78515322|954.52156799|945.78515322|950.06289075|60094.90855551
				1516685100|950.44482500|943.30000000|947.67835310|945.99999998|946.70422111|46696.56406651
				1516684800|959.03654489|942.93964802|945.99999999|955.27261219|953.13621575|101182.45563848
				1516684500|954.88211133|946.00000000|954.88211133|947.24433923|950.62306677|85016.31881988
				1516684200|958.67308615|943.99206393|947.24433924|955.00000000|951.44076356|283986.70132158
				1516683900|967.00000000|955.00000000|955.00000000|967.00000000|959.18489666|79728.04767899
				1516683600|975.85499995|967.19956525|967.19956525|971.99000003|970.83437706|54793.86245662
				1516683300|983.73409215|971.00000003|971.00000003|983.73409215|973.21019246|47243.90893510
				1516683000|988.00000019|984.00000000|984.00000000|988.00000019|987.65369183|1110.70083320
				1516682700|991.09953696|989.02840920|989.28409210|989.28409218|989.55021695|23480.76834628
				1516682400|990.14854046|985.00000000|989.56409198|985.00000000|987.99966221|13539.55583819
				1516682100|988.98409209|985.08000034|988.98409209|985.08000034|987.71222460|8087.61484915
				1516681800|988.00000000|983.89403610|988.00000000|983.89403610|985.94678256|25980.19877867
				1516681500|986.40924655|981.74525662|983.69403608|983.52320245|983.67901909|22042.58473484
				1516681200|984.90569223|975.00000000|980.34509038|984.90569223|981.07534841|41998.27562847
				1516680900|995.08380650|985.00000000|985.00000000|995.08380650|988.64972532|43712.28575967
				1516680600|1002.32763069|995.08380651|995.08380651|1001.03763038|997.28295508|13788.08370173
				1516680300|1004.54900315|999.13763032|1001.03763036|1004.54900315|1000.21721193|7421.28885241
				1516680000|1006.13763063|995.67472015|1000.00000000|1003.77999975|1002.60842846|19541.29379581
				1516679700|1012.73515803|1002.54915300|1003.77999992|1010.99999993|1009.31510044|164290.08864436
				1516679400|1011.00000000|1003.63515812|1011.00000000|1006.99999999|1007.85849053|60309.09400406
				1516679100|1007.00000000|1003.92328768|1005.73515805|1004.00000015|1005.74803565|17401.36008466
				1516678800|1006.23515805|999.23515817|1005.93515800|1004.23515781|1003.45003781|35487.61341007
