situation elements:2
	8|Gen|2704
	31|Date|2017-12-15 14:54:28.144000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:652.10510254
			high24hr:733.21444350
			highestbid:647.00213624
			percentchange:-0.07067953
			low24hr:610.48730556
			lowestask:652.10510254
			candle300|287
				1513309800|652.10510254|645.00000050|652.10510254|647.91768499|648.69188049|63857.56414825
				1513309500|647.91768500|643.50416011|647.91768500|647.91768479|645.10750062|108940.90032911
				1513309200|653.91011006|646.62378994|647.91768497|651.16375808|648.74072602|55061.02216435
				1513308900|653.91011009|643.66864026|652.55663936|645.82115345|647.75710881|191928.13691517
				1513308600|655.00000136|645.82000001|645.82115345|655.00000123|651.87303518|225720.81089038
				1513308300|659.61540277|651.62300024|655.00000129|654.91036264|656.12337273|350950.60491934
				1513308000|654.91036264|644.91036276|654.91036264|646.84249984|648.99235544|326136.25356509
				1513307700|650.04294483|641.95947123|646.84249987|645.99999994|648.14693618|317214.27502353
				1513307400|647.42999999|631.99999984|646.19630352|635.00000000|642.81901365|403060.72979334
				1513307100|635.50000003|620.78720973|635.50000003|628.99999993|625.66712207|424109.97771215
				1513306800|637.99999999|625.00000002|628.99999993|632.99999979|633.12352681|602020.26915089
				1513306500|633.14743515|614.72799714|632.99999982|616.33376000|623.61537198|625175.45665597
				1513306200|622.09499001|610.48730556|616.33376000|622.09499001|614.54171212|338851.58666228
				1513305900|626.81000000|614.61665601|622.09499001|614.61665601|622.48223545|180790.33567374
				1513305600|620.00000000|611.00000000|620.00000000|612.59314633|612.37412047|472674.55318820
				1513305300|621.00000000|612.59314627|612.59314627|621.00000000|615.65471543|285961.21617706
				1513305000|630.00000001|616.11000000|617.00000000|630.00000000|623.34555829|545647.27622988
				1513304700|638.49316845|630.00000000|630.00000001|636.55000000|633.69068829|478493.84635281
				1513304400|648.00000001|636.50000015|636.55000000|648.00000001|641.01601218|218903.13946142
				1513304100|650.00000000|646.00000000|647.99999995|646.00000000|648.26603323|121174.88702479
				1513303800|650.27041342|642.99999630|643.00000001|648.24161879|645.78535857|103816.37064097
				1513303500|655.99999996|646.62378980|646.62378980|651.21199965|652.54988213|155568.71199403
				1513303200|651.21199990|640.00000002|651.21199965|642.00000210|647.26446833|252854.33354242
				1513302900|651.00000000|638.99999992|642.00000207|641.00000003|642.88174078|280474.22243847
				1513302600|645.13000000|641.00000000|642.00000100|643.74820492|643.29888349|319852.32899301
				1513302300|650.99999999|643.74820486|643.74820492|650.99999999|647.23293993|794276.32139535
				1513302000|658.42914712|650.00000000|650.00000000|654.00000000|651.50748764|308738.00185565
