situation elements:2
	8|Gen|7034
	31|Date|2018-03-09 10:25:39.959000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:700.86120015
			high24hr:772.85210000
			highestbid:700.86120018
			percentchange:-0.06394957
			low24hr:686.41379544
			lowestask:702.75660000
			candle300|288
				1520551500|700.86120040|700.04720068|700.04720094|700.86120005|700.41586472|13894.21162146
				1520551200|702.90879999|698.45640000|700.86120006|699.21381684|701.24229175|44353.37664217
				1520550900|699.21381684|695.00060071|697.56871101|696.59240006|696.01982345|14108.01165415
				1520550600|698.63790000|695.91600003|696.59240006|698.28255109|696.32822542|2856.02703841
				1520550300|697.41290001|693.99470000|694.82450003|695.00000000|695.30555067|20376.57190989
				1520550000|693.27729988|691.47410000|692.35720000|692.67293549|691.70982641|1395.51260129
				1520549700|693.76939974|689.93920002|691.00000000|693.76610000|692.69968952|5162.20257130
				1520549400|693.87250000|691.95210005|693.76939985|692.51162092|692.65827041|12724.65152632
				1520549100|692.51162092|689.93919995|691.95210002|689.93920086|690.34344322|172260.24464237
				1520548800|691.31907852|687.79010000|689.93920060|688.48790007|689.76534576|29121.73804587
				1520548500|692.99999997|686.41379544|688.48790007|692.99999997|688.64848180|87626.58106616
				1520548200|698.60619997|692.12222223|692.12222223|698.00000003|695.01573473|94071.98152705
				1520547900|702.12519995|698.26350004|698.26350004|701.10000000|700.71674487|27855.56912376
				1520547600|703.15159997|701.04160003|701.04160011|702.95150000|702.14386996|3295.47350236
				1520547300|704.16508834|700.99720100|701.17090000|702.79829986|701.89168225|9329.99198422
				1520547000|702.74739976|700.99720021|702.74739975|701.81130000|701.16686558|1854.94842803
				1520546700|703.13239997|700.45160000|700.99720000|701.10700000|702.47019157|8531.51089432
				1520546400|701.38479999|700.00000000|701.02729997|701.12220200|700.79695322|6366.78101530
				1520546100|703.43810000|700.00000002|700.36670003|703.38653854|701.27437425|5236.35782029
				1520545800|706.93099999|703.38653854|703.45470000|705.04330003|704.59491440|12393.25415365
				1520545500|706.87790000|706.40349985|706.40349985|706.83379997|706.84255644|920.87535194
				1520545200|708.51003708|703.51759615|708.51003708|705.62600000|706.00428149|9476.33657322
				1520544900|708.01110000|705.62620000|705.62620000|706.89300014|707.13718016|1092.92008333
				1520544600|711.62909985|707.34600000|708.01109996|710.82129935|709.04291633|15578.93903103
				1520544300|711.82129939|709.74510000|710.82129935|710.58839999|711.37340039|1593.87863451
				1520544000|710.58839999|709.00000000|710.58839999|710.29900000|710.06255611|2236.71099030
				1520543700|710.69560000|709.00000000|710.69559948|709.00000059|709.60056745|24915.12773576
				1520543400|709.99870058|709.00000003|709.00000017|709.99870050|709.92698317|4234.76103294
				1520543100|710.02130007|709.35840000|709.35840000|709.64060005|710.02001215|1614.43926480
				1520542800|710.21260000|706.93090000|710.02130007|706.93090000|709.47066199|17311.64022165
				1520542500|708.99599992|706.53610000|706.53610000|708.36680000|708.15989003|3315.86394039
				1520542200|708.55850000|707.30910000|707.82540006|707.82540006|707.83039688|16149.87794932
				1520541900|710.55449991|706.49230000|707.82540004|706.71870002|709.17006030|11306.52719857
				1520541600|707.25920000|703.87042959|705.48310009|704.51370000|705.25894086|23088.88183868
				1520541300|705.92189991|703.51759615|704.56700000|705.55860000|705.48780193|857.60157551
				1520541000|707.79869993|705.00000000|705.00000000|707.79869993|706.21393110|11777.63011027
				1520540700|707.07250021|706.00000001|706.00000001|707.07250021|706.37497467|6357.37477207
				1520540400|709.25180000|707.49570008|709.02960000|708.28810000|708.91284604|6395.44944963
				1520540100|708.37800011|706.00000000|707.49570008|708.37800011|707.17426348|11303.99188536
				1520539800|708.68499997|706.00000000|707.07250024|706.00000003|706.83512657|2541.75207164
				1520539500|709.81729994|706.00000004|706.00000004|708.83740011|708.36993879|1574.52959313
				1520539200|713.00000000|708.11670007|708.83740008|712.39999984|709.95277192|4192.41528122
				1520538900|712.39999981|710.28971069|711.41840001|711.00000004|710.94550192|5710.90036072
				1520538600|712.00000000|711.00000000|711.00000000|711.70000000|711.17019456|12502.88356518
				1520538300|712.00000000|711.23460000|711.23460000|712.00000000|711.89092693|682.00445730
				1520538000|712.39999981|709.99969509|711.00000012|711.45069321|710.95065433|5959.91467051
				1520537700|711.45069351|711.45069341|711.45069341|711.45069351|711.45069343|3401.93003555
				1520537400|710.00000000|708.48655408|710.00000000|708.48655408|709.98761623|2863.38005628
				1520537100|712.39999874|708.48455210|708.48455219|712.39999874|710.50284569|9892.84990136
