situation elements:2
	8|Gen|6587
	31|Date|2018-03-01 11:25:27.249000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:849.95813689
			high24hr:889.00000000
			highestbid:849.95813697
			percentchange:-0.02794750
			low24hr:846.38834701
			lowestask:852.22263216
			candle300|288
				1519863900|849.95813689|849.95813689|849.95813689|849.95813689|849.95813689|9.22256425
				1519863600|852.22263225|850.00000000|852.22263218|850.80828087|851.80881127|15450.44748575
				1519863300|850.80828205|848.53799778|850.80828161|848.53799778|848.85614129|15645.41361993
				1519863000|848.53799814|848.53799779|848.53799811|848.53799779|848.53799813|4099.95574241
				1519862700|849.33010178|846.38834701|849.33010042|849.33010078|847.56375549|59980.98783881
				1519862400|850.79000000|849.33010035|850.79000000|849.33010035|849.85543242|867.62123531
				1519862100|850.79547534|849.15720278|850.00000000|850.69199995|849.82480124|33839.95801312
				1519861800|850.79547538|850.69200017|850.79547538|850.79547529|850.79541796|9204.81692675
				1519861500|852.60484185|850.72499909|850.72499909|851.73836430|851.80549661|575.64906429
				1519861200|854.19999862|851.09989900|852.60484307|854.19999862|852.90520527|2097.30079124
				1519860900|855.10764821|852.39999933|852.39999933|855.10764821|852.48936069|4936.87361686
				1519860600|855.39999993|851.09989900|852.69999934|855.08549999|854.84515737|246856.45634186
				1519860300|855.08549994|852.00000186|855.08549994|853.09999999|854.63853625|18550.99525764
				1519860000|854.99999983|852.00000000|853.09999999|854.00000000|852.99565467|14544.81020544
				1519859700|855.85500000|854.01017300|854.01017300|855.85499998|854.19091811|1072.36180223
				1519859400|857.00000000|855.00000000|855.00000000|857.00000000|855.78746918|9793.97662835
				1519859100|858.16438677|857.00000000|857.00000000|858.16438677|858.15601346|4017.84175369
				1519858800|858.55024615|857.00000000|857.00000000|858.55024615|857.15153355|23279.10579709
				1519858500|860.08599999|858.55024613|858.55024613|860.08599999|858.82626440|9556.94506893
				1519858200|861.27399124|858.55024616|858.55024616|859.99999998|860.26223877|1892.16348326
				1519857900|860.00000000|858.55024614|860.00000000|858.55024620|859.00672993|2082.11774762
				1519857600|860.00000000|859.99999997|859.99999997|860.00000000|859.99999998|7.99999519
				1519857300|860.91300006|858.55024614|860.00000000|860.91300000|860.65742302|133929.38529934
				1519857000|862.99999769|860.91300000|860.91300000|862.99999769|860.97019120|105149.85104643
				1519856700|864.11458955|860.76616427|860.76616429|864.11458955|861.62323671|2412.02489223
				1519856400|864.71638696|863.00000000|864.71638591|863.00000000|863.91179152|17078.33960920
				1519856100|863.69805023|861.77359992|863.00000000|863.69805023|862.08347668|5057.96287180
				1519855800|864.00000004|863.99999997|863.99999997|864.00000004|864.00000000|17262.92130337
				1519855500|864.10000000|864.00000000|864.00000004|864.10000000|864.01652747|3108.14869535
				1519855200|866.81602266|864.00000000|864.00000000|866.81602266|864.44822958|2405.78479449
				1519854900|867.83571993|864.99999999|867.83571993|865.00000000|865.59508632|1247.15215296
				1519854600|870.75782074|865.03075888|865.03075888|870.75782074|867.79002660|5218.07295932
				1519854300|870.75782367|868.05399789|868.05399789|870.75782367|869.44804440|14923.63766297
				1519854000|872.11225898|870.75782366|870.75782367|872.11225898|870.82678975|1019.05831633
				1519853700|872.79199765|872.19982100|872.19982100|872.79199764|872.29524386|14352.85087966
				1519853400|872.79199873|872.11225900|872.11225903|872.79199873|872.12167504|1174.07861267
				1519853100|872.11225897|872.11225897|872.11225897|872.11225897|872.11225897|87.82280333
				1519852800|872.79199886|870.75782366|872.79199886|870.75782366|871.74988223|68.79691412
				1519852500|872.79199896|870.75782360|872.79199892|872.79199786|872.79114540|9433.14921749
				1519852200|872.79208333|870.75782337|870.75782348|872.79208333|871.59734907|2339.86274444
				1519851900|870.75782340|870.75782340|870.75782340|870.75782340|870.75782340|1538.48985718
				1519851600|872.79208353|870.75782330|870.75782333|870.75782330|872.49638481|600.52238758
				1519851300|870.75782329|870.75782319|870.75782329|870.75782319|870.75782328|4504.43537474
				1519851000|873.05399974|872.79208358|873.05399974|872.79208358|872.97344623|2337.53898058
				1519850700|873.05399980|873.05399980|873.05399980|873.05399980|873.05399980|0.00000000
				1519850400|873.05399980|873.05399980|873.05399980|873.05399980|873.05399980|0.00000000
				1519850100|873.05399980|873.05399980|873.05399980|873.05399980|873.05399980|0.00000000
				1519849800|873.05399980|873.05399980|873.05399980|873.05399980|873.05399980|0.00000000
				1519849500|873.51941081|873.05399980|873.05399980|873.51941081|873.51427844|907.29357350
				1519849200|873.05399980|869.63325001|873.05399980|872.48159885|872.49555631|10302.17762004
				1519848900|873.05399784|869.75700039|872.48159889|873.05399784|870.90141500|12905.31466748
				1519848600|873.05399969|870.00000011|873.05399880|871.99032739|872.17526345|17431.76321704
