1552839927|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552840227|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552840527|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552840827|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552841127|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552841427|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552841727|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552842027|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552842327|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552842627|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552842927|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552843227|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552843527|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552843827|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552844127|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552844427|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552844727|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552845027|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552845327|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552845627|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552845927|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552846227|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552846527|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552846827|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552847127|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552847427|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552847727|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552848027|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552848327|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552848627|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552848927|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552849227|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552849527|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552849827|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552850127|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552850427|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
1552850727|0.00000392|0.00000392|0.00000392|0.00000392|0.00000392|0|0
