situation elements:2
	8|Gen|6197
	31|Date|2018-02-22 17:51:41.999000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:866.15202027
			high24hr:895.42247389
			highestbid:865.00000000
			percentchange:-0.02671544
			low24hr:796.00000001
			lowestask:865.97921707
			candle300|288
				1519282200|866.35531809|866.15202027|866.15202027|866.35531809|866.35225173|1015.94059941
				1519281900|868.99999990|865.55346684|866.87587340|868.99999990|866.56048133|7497.48421345
				1519281600|868.99999939|867.00038200|867.59999999|867.00038200|867.48733791|423.40928362
				1519281300|868.99999925|867.00038199|867.00038199|868.99999925|868.97168888|1815.78921589
				1519281000|869.00000000|866.00000459|868.99999985|866.00000460|867.36565831|18669.26495787
				1519280700|869.99999998|866.00000207|866.00000236|869.99999998|866.43014125|20390.29287517
				1519280400|869.99999999|867.00000001|869.99999999|867.00000001|867.56226014|53981.77237527
				1519280100|866.99999999|865.00000000|866.99999999|865.00000000|866.23350961|2320.59717880
				1519279800|867.00000000|864.99999980|865.00000000|864.99999980|866.63154683|14758.04107943
				1519279500|864.99999997|862.83259239|864.99999997|862.83259239|863.51341965|1050.39768810
				1519279200|862.83259236|858.19532226|862.83259236|858.19532226|861.92395950|7193.99947416
				1519278900|862.51912991|858.19532118|862.51912991|860.08297502|861.40045782|2322.89404574
				1519278600|865.34702460|863.99999989|865.34702427|863.99999989|865.32981999|203.25343608
				1519278300|861.08991504|860.08297511|860.08297511|861.08991504|861.07021605|4426.41287701
				1519278000|865.09521927|863.00000000|863.00000000|864.66720001|864.70034855|865.93002162
				1519277700|865.96071276|864.66720002|864.66720002|865.96071276|865.54708844|3031.09032695
				1519277400|865.96071279|864.66720002|865.00000000|864.66720002|864.99393603|2543.63408132
				1519277100|865.96071253|861.40968121|865.00000000|863.15024000|863.50807311|8753.07183863
				1519276800|865.96893162|861.40968077|863.15024019|865.96893162|864.46663358|9072.40051873
				1519276500|866.87879779|862.27109133|862.27109133|865.41600000|864.68546997|5395.99887490
				1519276200|865.02300000|860.16326210|865.02300000|860.16326210|863.57107375|12687.44870049
				1519275900|860.03100004|856.82884500|860.03100003|856.82884500|858.44324885|56017.08789264
				1519275600|856.82884497|853.28002064|856.82884494|853.28002064|854.30212356|1828.56389900
				1519275300|855.99999895|853.60000423|855.99999895|853.60000423|855.61995606|5246.80116497
				1519275000|853.60000423|849.29800107|853.60000423|850.60000003|853.20336864|10266.88421045
				1519274700|850.60000003|848.60000000|850.60000003|849.24331661|850.53831964|3589.57397322
