situation elements:2
	8|Gen|3929
	31|Date|2018-01-07 15:17:30.346000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:1041.00000094
			high24hr:1052.99999999
			highestbid:1041.00000111
			percentchange:0.07248217
			low24hr:966.90000054
			lowestask:1044.40000000
			candle300|288
				1515298500|1044.50000000|1041.00000000|1041.00000111|1043.00000000|1041.61315036|57829.97415920
				1515298200|1044.49999981|1040.00000006|1044.49999873|1040.26940053|1042.41662624|28233.47926044
				1515297900|1052.99999999|1038.42161173|1043.99999988|1051.30068000|1045.12113264|160059.60336488
				1515297600|1052.88000000|1047.25675499|1051.30068000|1049.50000013|1049.29457510|411024.75421848
				1515297300|1049.50000013|1041.01041006|1049.50000011|1044.00000000|1046.64094484|229667.74260786
				1515297000|1044.99999943|1040.00000000|1044.00000000|1044.99999943|1042.56114704|141706.26021207
				1515296700|1044.99999995|1040.00000004|1041.26400035|1040.00000004|1042.42854432|103457.26464505
				1515296400|1040.00000000|1034.00000011|1039.29020789|1037.80000000|1038.87363363|277221.09919241
				1515296100|1037.80000000|1033.01799992|1037.80000000|1033.91124815|1034.67986338|25823.91290818
				1515295800|1033.91124814|1027.07900000|1033.91124814|1029.99736836|1029.70381173|78968.91081998
				1515295500|1029.99736835|1025.00000000|1029.99736835|1025.00000000|1027.14047353|46483.83530367
				1515295200|1026.24219000|1024.00000000|1024.00000001|1025.09999999|1025.16618034|39605.17130517
				1515294900|1025.09999999|1023.30000002|1025.09999999|1024.34319991|1024.92171152|156619.24954942
				1515294600|1024.34319999|1018.00000000|1023.30000000|1019.80000000|1021.83635082|240133.99319565
				1515294300|1019.86059725|1015.00000000|1019.80000000|1017.04999976|1018.75546851|121954.61285150
				1515294000|1018.10000000|1014.39000014|1017.05000001|1017.99999939|1017.02888174|26324.46076403
				1515293700|1017.99999997|1013.59389341|1013.59389341|1017.99999961|1017.99299768|6405.73772462
				1515293400|1018.00000000|1013.59389040|1017.99999961|1017.99999970|1017.82209486|15488.46039776
				1515293100|1018.96999995|1015.00000152|1015.10000000|1015.00000158|1015.10705166|47685.43019699
				1515292800|1018.99999998|1015.00000161|1015.00000337|1018.99999993|1016.76399252|9267.18836496
				1515292500|1019.00000000|1015.94286810|1018.99999993|1018.99986758|1018.76628736|21757.53032648
				1515292200|1018.99986800|1018.07081795|1018.10000000|1018.68732653|1018.37161929|13639.19349610
				1515291900|1018.68732655|1014.50000022|1018.68732655|1017.61703479|1016.20372641|15744.74648944
				1515291600|1017.61703678|1013.00000015|1017.61703521|1017.61703678|1013.97534712|7775.36669979
				1515291300|1017.61703690|1012.91000039|1017.61703682|1017.08898182|1016.94961726|23133.24442902
				1515291000|1017.08898219|1011.69999999|1017.08898219|1015.00000000|1013.36504590|84892.49274034
				1515290700|1015.00000000|1011.70000148|1015.00000000|1014.00000000|1014.20859845|33514.59198058
				1515290400|1014.00000000|1011.70000002|1014.00000000|1012.91065543|1013.46021569|19260.62007830
				1515290100|1012.91065543|1011.69999999|1012.56305000|1011.69999999|1012.26051326|32332.81328958
				1515289800|1011.69999999|1007.70000048|1011.69999999|1010.10000000|1010.26752565|7633.20787744
				1515289500|1012.00000000|1007.81000000|1011.00000000|1007.81000000|1010.56338131|11576.05301012
				1515289200|1012.00000000|1007.70000049|1007.95000043|1011.00000000|1010.80674355|52864.07058146
				1515288900|1011.00000000|1009.00000016|1011.00000000|1011.00000000|1010.94499162|109599.89682340
				1515288600|1011.00000000|1006.97000038|1011.00000000|1006.97000072|1010.26081771|68228.67742714
				1515288300|1010.97997914|1006.97000000|1006.97000048|1007.99999994|1007.77784139|32219.09273792
				1515288000|1008.89999985|1003.75600001|1006.97000000|1004.50005000|1006.32484857|13551.15506449
				1515287700|1006.97000000|1004.50005000|1004.50005000|1006.96999999|1005.23336502|26658.11432875
				1515287400|1010.97999997|1004.44444400|1005.00000001|1007.30000000|1007.20030622|6860.28461525
				1515287100|1011.00000000|1007.30000000|1010.99999884|1008.09983898|1008.58677621|22626.50086936
				1515286800|1010.00000026|1007.30000000|1008.09983898|1010.00000025|1009.40594589|28411.71829143
				1515286500|1011.99999978|1009.51759304|1010.00000026|1011.99999978|1009.98898624|84181.71403896
				1515286200|1012.00000000|1009.41715146|1012.00000000|1009.61606437|1010.43065165|17099.28615544
				1515285900|1011.98999983|1007.15574238|1009.49999996|1010.00000002|1009.77558867|23218.50206642
				1515285600|1010.00000002|1007.00000104|1009.49999995|1010.00000000|1009.82429885|44157.48530413
				1515285300|1010.00000002|1006.97000000|1009.99999991|1007.94000000|1008.25176891|10673.74621206
				1515285000|1010.00000002|1007.89499982|1007.94000000|1008.53804999|1009.63065573|37893.85530296
				1515284700|1008.53804998|1002.50000001|1007.89499982|1006.43899997|1004.40913901|142095.86928128
				1515284400|1006.99779984|1002.58483123|1006.43899997|1006.99779984|1005.62099403|11828.97562727
				1515284100|1006.99799788|1001.99999997|1006.99789964|1001.99999997|1003.00527526|40924.16769259
				1515283800|1004.49999993|995.64310001|1001.99999997|1004.49999993|1001.11991707|143822.09540806
				1515283500|1005.99999954|1001.99999997|1001.99999997|1005.99999954|1002.06610960|217982.76089682
				1515283200|1006.99799793|1001.99999998|1002.00000066|1005.51378446|1003.46641757|8848.42721777
				1515282900|1003.00000002|1002.54128953|1003.00000000|1002.99999998|1002.99850465|22964.46426598
				1515282600|1006.10702328|1002.54128953|1004.99999997|1005.00702331|1004.85315027|60531.77615292
				1515282300|1006.44999956|1002.54128953|1005.99999923|1003.16229034|1004.83636005|32786.26697993
				1515282000|1006.99999875|1002.54128953|1003.16229031|1006.99999875|1004.08488574|21785.63024788
				1515281700|1007.00000000|1002.54129007|1002.54129007|1003.67232638|1006.45035402|37273.20211986
				1515281400|1006.99000000|1003.27232634|1003.27232634|1006.80857967|1006.73134736|62520.97870654
				1515281100|1006.99000000|1003.27232664|1006.80857967|1005.00000000|1004.19980609|10895.51632041
				1515280800|1006.83005530|1003.27232637|1006.83005525|1005.70000001|1005.22933481|21063.02827497
				1515280500|1006.99000000|1005.70000000|1005.70000003|1006.70000000|1006.41932892|5623.86242400
				1515280200|1006.70000000|1002.54203573|1006.70000000|1005.89999975|1004.86699066|7672.78379756
				1515279900|1005.89999997|1002.54203576|1005.89999978|1002.54203583|1003.95024984|14284.25841827
				1515279600|1006.26190010|992.12154707|1005.91065534|1006.24999998|1000.59935662|223484.64414866
				1515279300|1006.24999998|1000.82105737|1006.24999998|1005.00000000|1005.01153559|13918.95490979
				1515279000|1006.25000000|1000.00000046|1005.00000006|1004.11110029|1004.39240560|30884.78209868
