situation elements:2
	8|Gen|6917
	31|Date|2018-03-07 12:02:16.770000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:821.05888821
			high24hr:852.18080000
			highestbid:821.05888821
			percentchange:-0.02447398
			low24hr:803.18008157
			lowestask:821.05897029
			candle300|288
				1520384400|821.05897051|820.00000000|820.00000000|820.99456101|820.02230860|1945.79580632
				1520384100|820.99456098|819.00000000|820.00000001|819.82110000|820.29256636|5732.80772974
				1520383800|819.82110000|818.30140002|818.52360000|819.82109990|819.72102004|6554.73671727
				1520383500|819.82110000|818.00000000|818.47130000|818.00000000|818.05337333|2689.10902455
				1520383200|818.88811753|818.88811753|818.88811753|818.88811753|818.88811753|1.22833217
				1520382900|818.88811764|816.77110003|816.97870000|818.88811764|817.61642877|5299.21592083
				1520382600|818.88811779|817.46109992|817.46110019|818.37822304|817.60981083|2964.53583072
				1520382300|818.37822304|816.46400000|817.46109992|817.27590001|817.35591912|10594.61437262
				1520382000|817.46110000|815.50000000|817.46110000|816.28139994|817.19958036|1091.54674264
				1520381700|817.64098909|815.00000000|815.50000000|817.64098909|816.06361614|6578.10428963
				1520381400|817.64098862|815.93520002|816.18570007|817.03620000|817.60989950|3438.00709533
				1520381100|817.64098917|813.79830016|816.59506586|816.59506585|815.49357717|5792.40393067
				1520380800|816.59506559|813.61540020|814.77339662|815.30948079|815.55931441|2451.38748022
				1520380500|814.29090000|813.65570000|814.14930003|814.26449994|814.26871469|5731.49516482
				1520380200|815.30948080|811.95160000|814.30009998|813.96246434|813.57200624|12622.85410978
				1520379900|813.96246434|811.25570001|812.80470000|813.02860000|812.91016724|2186.99727681
				1520379600|813.18011261|810.10960003|812.17859999|812.43799999|811.03788417|2142.81672151
				1520379300|813.00000000|809.53020001|813.00000000|812.06190000|812.42971798|1240.33673479
				1520379000|810.86059980|807.59360000|810.86059980|808.72600001|810.02020940|44731.40260786
				1520378700|811.00739699|808.70420033|811.00739497|811.00739699|809.97367580|2301.91484501
