situation elements:2
	8|Gen|1223
	31|Date|2017-11-03 07:51:22.690000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:286.45999986
			high24hr:297.96656810
			highestbid:286.45999986
			percentchange:-0.03667957
			low24hr:272.00000000
			lowestask:286.56118656
			candle300|288
				1509655800|286.56118656|286.45999985|286.45999985|286.45999985|286.46066497|1083.83857552
				1509655500|287.30899996|286.00000009|286.45999990|286.45999986|286.69900780|4887.62933240
				1509655200|289.66000336|286.00000000|286.00000010|287.00000003|287.63226301|169138.95660853
				1509654900|287.45999996|286.23979953|287.45999996|286.23979966|287.17858024|7842.91441864
				1509654600|287.45999996|286.23979827|287.45999977|287.44999996|287.01622914|22988.32912384
				1509654300|288.54382631|286.89718302|287.45999983|288.54382629|287.97833070|77246.16043156
				1509654000|288.54382824|287.10000017|288.54382624|288.07638761|287.92025294|40664.22919190
				1509653700|288.50787538|287.41000103|288.07638659|287.80001730|287.86238919|18012.78776239
				1509653400|287.98900000|287.10000143|287.98900000|287.28000040|287.35785532|2036.02589397
				1509653100|288.00000000|287.00000000|287.99999999|287.00000065|287.64975506|6846.84314342
				1509652800|288.07638658|286.97405847|287.99999974|288.07638657|287.59391024|6648.80241449
				1509652500|288.00305908|285.80000000|288.00305908|285.99999996|286.78820721|14572.62595429
				1509652200|286.00000000|283.39196121|286.00000000|283.39196121|284.96992812|22314.67467769
				1509651900|285.85503868|283.39195906|283.39196058|285.85503868|284.48537823|26417.90847290
				1509651600|285.64199643|284.92873049|285.00000000|285.64199643|285.00775861|19281.78625166
				1509651300|285.64199904|284.56107700|284.92873049|284.56107700|285.18346102|1761.38399459
				1509651000|284.56107665|283.33119702|284.56107665|284.04130021|283.89794947|6292.07782992
				1509650700|285.14466223|283.00000000|284.04130022|284.11593237|283.45331991|18210.36255507
				1509650400|285.47299854|284.11593038|285.47299736|284.82799957|284.16492554|8192.64683417
				1509650100|285.85503606|284.82800000|284.82800000|284.82800001|285.21129779|8561.78998059
				1509649800|285.85503812|284.82800024|285.85503762|285.24469965|285.50973489|9287.10043950
				1509649500|285.24490000|283.50510208|285.24469966|285.24489920|284.86750438|3227.26313965
				1509649200|285.24489978|283.25126592|285.24489978|284.04996274|284.12234783|5715.82560473
				1509648900|285.77499998|284.63915700|285.24800193|285.77499998|285.31954745|23166.40588031
