situation elements:2
	8|Gen|5975
	31|Date|2018-02-18 02:51:54.541000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:964.99999999
			high24hr:972.89179715
			highestbid:959.08500872
			percentchange:0.03429796
			low24hr:922.79400001
			lowestask:963.80717940
			candle300|287
				1518882300|964.99999999|964.99999999|964.99999999|964.99999999|964.99999999|267.11199999
				1518882000|964.98760000|958.43267302|964.98760000|962.80160268|962.77155094|21438.07142257
				1518881700|962.80179722|958.43267199|962.80179713|962.80179722|962.79489264|3046.23503536
				1518881400|963.44099957|958.93088470|963.44099923|958.93088472|961.29355903|2605.00249431
				1518881100|963.54100017|958.93088428|959.94077671|963.54100017|960.83975305|9234.82869387
				1518880800|965.00000000|963.64100017|965.00000000|965.00000000|964.99226405|16565.23524575
				1518880500|965.00000000|964.99999990|965.00000000|965.00000000|964.99999998|10431.17878073
				1518880200|965.00000000|962.40033638|965.00000000|963.00000000|964.68810260|61403.72920293
				1518879900|965.00000000|962.40033634|962.40033634|964.99999999|964.75016529|23317.47547996
				1518879600|965.00000000|963.53002327|964.99999990|963.53002327|964.95941634|98799.12157147
				1518879300|963.53002322|960.23550481|963.53002322|961.00000000|962.17166060|5771.62204670
				1518879000|961.92000408|960.00000395|960.00000567|960.00000395|961.04353219|1917.80028166
				1518878700|963.53001992|960.00000102|963.53001992|960.00000102|962.98846292|5197.81749466
				1518878400|962.00000006|960.00023406|960.00023406|962.00000006|961.96969565|4845.26207472
				1518878100|963.53002226|960.00000006|962.00000000|960.78100528|961.79042050|10447.51291150
				1518877800|960.78100528|956.00100007|960.00000000|956.00100014|957.68189022|40822.39480802
				1518877500|962.69999883|956.00099987|958.89179721|962.69999883|958.79565934|13514.74695945
				1518877200|963.34000040|959.16390768|959.16390768|963.34000040|960.78335508|10358.75122984
				1518876900|966.41037141|963.31000144|963.31000387|963.31000144|964.62851023|7211.86674519
				1518876600|966.00000000|963.30994221|966.00000000|965.70800702|965.68998679|11992.87731225
				1518876300|965.70800776|963.30994000|965.70800702|963.30994000|965.30754808|59033.22536241
