situation elements:2
	8|Gen|1981
	31|Date|2017-11-24 14:09:57.714000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:412.09022948
			high24hr:425.52110994
			highestbid:411.55943385
			percentchange:0.08847883
			low24hr:375.67734682
			lowestask:412.09022948
			candle300|288
				1511493000|411.90000000|411.59843331|411.59843331|411.90000000|411.77193790|5860.83906667
				1511492700|412.09022948|410.00050003|411.55943385|410.00050003|410.80575333|52114.80658682
				1511492400|410.99999999|410.00050003|410.10000000|410.80060003|410.32928699|25780.94560689
				1511492100|410.81648952|409.70000000|410.10000000|409.98523899|410.40205520|109466.74219725
				1511491800|409.98523963|407.84735758|409.70000000|408.47357460|408.52064394|18308.64803603
				1511491500|409.98524181|407.00000034|407.00000039|408.14320000|408.71957834|68308.34238790
				1511491200|407.87319996|406.00000000|407.87319930|407.11010000|407.24406225|34447.99654662
				1511490900|408.67999849|407.00000050|407.90004942|407.63000003|407.73796091|34512.67929639
				1511490600|409.00000000|407.50000001|408.87999854|409.00000000|407.96179586|39527.02785116
				1511490300|409.00000000|405.50000010|408.99999998|407.54999755|407.34470504|60048.02820655
				1511490000|407.54999913|405.00000000|407.54999834|405.40000010|406.72598647|40066.72006694
				1511489700|408.44034357|405.20000001|405.40000010|407.00000054|407.33962576|141558.82294057
				1511489400|408.99999970|407.00000001|407.99999999|408.56000000|408.06220613|57459.30667064
				1511489100|408.99999991|405.68700009|408.99999984|406.50000001|407.68322464|111027.31219241
				1511488800|406.55000000|403.29900012|406.50000001|405.10000009|404.75026120|91280.21247194
				1511488500|407.88000000|405.00000099|405.10000009|406.99999904|406.52047380|108506.73147318
				1511488200|406.99999999|402.00000000|406.99999905|402.58387579|404.96361207|234143.76962713
				1511487900|402.58387581|400.20000016|402.58387581|401.00000062|401.71619541|87909.45590780
				1511487600|401.99999955|398.60000026|401.00000036|400.00010001|400.53316885|85773.02521158
				1511487300|400.01000000|398.00000000|398.59999998|399.99990095|399.11320471|233239.79640716
				1511487000|400.01000000|397.04177506|399.00000000|399.61265668|398.76793306|275716.94082557
				1511486700|402.11999985|399.61265668|399.61265668|401.00000000|400.25216751|133370.57168363
				1511486400|402.85987798|401.00000001|402.11000100|402.00000013|402.31229583|46543.94734553
				1511486100|402.60000008|400.91620000|402.00000013|401.19599911|401.78066299|120842.86627310
				1511485800|402.85987789|401.19599911|401.19599911|401.60000000|401.66029474|165231.11040275
				1511485500|402.85987791|400.00000000|401.60000000|401.01000007|401.40414756|193373.15810874
				1511485200|404.40000000|401.01000000|401.88740918|404.40000000|402.69768302|137156.04791093
				1511484900|405.99000000|404.20648202|404.20648203|405.90000000|404.55197571|124235.15762849
				1511484600|406.00999987|404.40000000|405.90000000|404.40000009|405.33846315|124045.96617620
				1511484300|406.80000000|404.10000002|405.00000000|406.24850212|404.65394763|272824.62435387
				1511484000|407.49999999|406.24850200|406.24850207|407.49000000|407.10522186|75096.18527978
				1511483700|408.49999944|407.00000001|407.49999999|407.47725264|407.53869760|126923.51517490
				1511483400|411.50000000|407.46498739|407.46498739|410.00000133|409.56853799|117205.70162495
				1511483100|412.99999970|410.97999971|411.98999987|412.99999970|411.78006305|143763.78888381
				1511482800|414.55103871|412.43494968|412.99999979|413.95000012|413.42789601|143507.12176854
				1511482500|414.12368479|411.60506637|413.95000008|412.00000006|413.57205570|242781.64521139
				1511482200|412.18617610|408.55000019|411.60506573|409.53000000|410.50174257|94512.34396738
				1511481900|411.06537659|407.58292905|409.53000000|411.06537659|408.84536784|170481.18468114
				1511481600|411.95519992|404.35000002|411.94999997|406.36539711|408.67623456|444352.60625474
				1511481300|408.99999997|401.55263043|407.00000007|408.10000200|405.04415860|638865.20749459
				1511481000|410.00000000|408.04000001|409.00000000|409.00000000|409.30863274|291834.03765343
				1511480700|412.39999983|407.09524128|408.99999999|410.25000001|408.91956261|518157.03211451
				1511480400|413.94356193|410.25000000|410.25000002|413.34000018|411.60287366|280785.57618909
				1511480100|416.99999980|413.34000000|413.34000018|415.49334201|414.58542243|215610.28872393
				1511479800|417.79999994|415.32719832|416.65000000|417.00000000|416.30149932|174527.06269716
				1511479500|419.93760760|416.99999999|417.01000001|419.93760760|417.54989071|241285.56260811
				1511479200|420.99999943|419.11750004|419.33372874|419.37261536|419.46996054|85163.70343063
				1511478900|421.99999960|419.37261536|419.50000000|421.99999960|420.12558673|65869.54866777
				1511478600|422.20503745|420.51000000|420.62000007|421.98999997|421.43149090|91742.42309395
				1511478300|422.42000052|421.10000000|421.32000007|422.42000004|422.20579135|24545.68250474
				1511478000|424.52638140|421.80000000|422.42000004|424.52638140|423.37896619|57969.90217201
				1511477700|424.52638146|422.19000110|424.20000000|423.13000014|423.23734134|49454.20733613
				1511477400|423.20000000|421.08400014|421.43000030|421.08400014|422.43947475|37558.67938023
				1511477100|422.88999983|421.08199963|421.08399981|422.88999983|422.47362323|44093.85843048
				1511476800|422.89999992|420.09064000|422.89999992|421.00000000|421.40295858|87796.54155323
				1511476500|423.19999988|420.84663633|420.84663633|422.10020309|422.03238032|30803.60636983
				1511476200|425.52110994|422.10000000|422.10000014|425.44435199|423.97647407|173052.52103705
				1511475900|425.44000001|421.82671650|425.44000001|421.89000000|424.26203588|322822.67270372
				1511475600|421.89000000|421.06851000|421.82671650|421.50000000|421.66963997|155733.43619926
				1511475300|421.61152194|420.27972028|421.49999999|420.71457419|421.29942204|191977.03165562
				1511475000|420.97831477|419.52000001|420.97831464|419.86000001|420.28765315|29137.74310210
				1511474700|420.69999999|417.50000000|419.86000000|417.55555555|418.27790762|173318.02089903
				1511474400|418.00000000|416.21000022|417.42701018|416.21000024|417.49935500|31648.79563107
				1511474100|417.81099997|415.81000008|417.81099997|415.90000000|416.62930395|42167.62620612
				1511473800|416.87999998|415.38000018|415.90000000|416.87999998|415.50432343|23142.91977580
				1511473500|417.20000000|415.32899918|415.38000023|417.09000026|416.46775339|34603.95106579
				1511473200|417.09000026|416.08511215|417.00000000|416.11000000|416.45443664|28945.19505436
				1511472900|417.18999990|416.10000000|416.10000000|416.10000000|416.17714765|27156.75964313
				1511472600|417.81100000|416.10000000|416.10000000|417.81100000|417.13208054|31786.43865337
				1511472300|418.98999993|417.81000034|417.81000034|418.57999967|418.48694870|48369.37732127
				1511472000|418.58999987|417.18324403|417.81000033|417.82000000|417.43055231|20227.85116906
				1511471700|418.63786144|417.81000060|417.81000060|418.31148962|418.16247168|23315.45094963
				1511471400|418.58999997|417.70000014|418.10000001|417.70000020|418.07488836|29219.45470335
				1511471100|420.00000000|417.70000018|418.10000000|420.00000000|418.95879467|45968.52543206
				1511470800|421.22692482|419.94749992|419.94749992|421.10719997|420.74787384|43432.47743820
				1511470500|421.10719997|420.00000109|421.10719994|420.72899919|420.93169993|198891.57891190
				1511470200|420.72999958|420.00000000|420.72899919|420.72999958|420.44341915|124326.47580653
				1511469900|420.74999971|419.49774055|420.01000015|420.09063990|420.06205122|36707.66511280
				1511469600|421.00000000|420.00000000|420.09063990|420.40580995|420.39232496|73631.24532853
				1511469300|420.40581735|416.53000021|420.40580999|416.53000049|419.49517644|951879.93679559
				1511469000|417.50000014|416.36585132|417.00000024|416.99999998|416.67206917|14664.59090974
				1511468700|418.00000000|417.00000000|417.68999992|418.00000000|417.21158767|23559.05875319
