situation elements:2
	8|Gen|6603
	31|Date|2018-03-01 19:26:04.288000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:867.99999998
			high24hr:876.54175980
			highestbid:867.66666697
			percentchange:-0.00506735
			low24hr:846.38834701
			lowestask:867.99999991
			candle300|288
				1519892700|867.99999998|867.99999991|867.99999996|867.99999991|867.99999993|341.70946597
				1519892400|868.99999996|867.00000220|867.99999997|868.99999996|868.45650561|2901.27779879
				1519892100|869.00000000|866.99999999|868.99999997|866.99999999|868.93567207|12992.09001820
				1519891800|867.00000000|865.06103834|867.00000000|867.00000000|866.84765423|26354.73357831
				1519891500|868.15000000|866.00000050|867.14999986|866.07605888|867.96425128|21489.47779538
				1519891200|866.07605891|864.90694694|865.99999999|864.90694694|865.95265297|16755.25103958
				1519890900|864.90694669|861.77966319|864.90694607|864.90694669|864.84556657|27113.07107703
				1519890600|864.90694866|861.77966118|864.90694744|864.87534001|864.86454294|886.52914028
				1519890300|864.90695129|861.77965812|864.90694986|862.90695200|863.21305833|3408.30634790
				1519890000|864.90695578|861.77965507|864.90695238|861.77965507|864.52860613|1834.13643681
				1519889700|864.90695843|861.77965488|864.90695629|861.77965492|864.55467538|18264.79907536
				1519889400|865.85999987|862.50000861|862.50000864|865.40399997|862.94712658|20026.53908525
				1519889100|865.86000000|860.79563648|865.85999987|864.99999962|865.68821497|11428.57884928
				1519888800|865.00000000|860.79563485|860.79563485|862.43599984|863.67686471|18037.28031131
				1519888500|862.43599993|859.82999993|862.43599993|859.82999994|860.44845443|6861.07327885
				1519888200|859.83000000|857.59917808|859.83000000|859.82999881|859.23180899|6800.36861990
				1519887900|859.82999899|857.59917132|859.82999899|857.59917132|859.43204014|1385.85650137
				1519887600|859.82999988|856.48376630|859.82999988|859.68327968|856.65582743|6120.47669985
				1519887300|859.83000000|856.48376230|859.83000000|859.48374797|859.43637160|2246.96393264
				1519887000|859.48374978|858.44138913|859.48374833|858.78375400|858.86468412|5510.34135808
				1519886700|859.68328277|856.48375638|858.78375401|859.68328277|859.04600930|13772.38499136
				1519886400|859.68328492|856.48374987|859.68328305|856.48374988|856.74812100|26312.85648130
				1519886100|859.68328696|856.48374725|859.68328589|856.48374725|859.54098374|551.57202202
				1519885800|859.68329488|856.48374554|859.68329345|856.48374554|859.61708348|9622.33521246
				1519885500|859.68329790|856.48374554|856.48374554|856.48374574|856.76503573|4236.30096190
				1519885200|856.56780403|856.48374553|856.48374553|856.56780403|856.56548020|971.05655772
				1519884900|859.82999785|856.56780208|857.00000000|856.56780416|856.68144711|2624.17855599
				1519884600|858.90038170|856.56780191|858.90038170|858.64278893|856.89312156|5134.90240818
				1519884300|856.56780271|856.56780242|856.56780271|856.56780242|856.56780270|437.46714763
				1519884000|858.64278903|856.60000809|858.64278903|856.60000809|856.61004745|4060.00002264
				1519883700|859.33027813|856.60000546|856.60000552|859.33027808|857.05293698|1968.36721169
				1519883400|859.33027756|856.60000017|859.33027749|856.60000017|857.97301047|7071.86128553
				1519883100|859.33027845|856.60000047|856.60000047|856.60000245|859.30852103|438.05221394
				1519882800|859.69135971|859.69135971|859.69135971|859.69135971|859.69135971|0.00000000
				1519882500|859.69135971|858.00000001|859.69135971|858.00000001|858.76925752|35362.67483733
				1519882200|858.00000000|858.00000000|858.00000000|858.00000000|858.00000000|135.99385800
				1519881900|856.61000031|856.61000031|856.61000031|856.61000031|856.61000031|19.85387269
				1519881600|856.56781128|856.56781128|856.56781128|856.56781128|856.56781128|2491.14945005
				1519881300|859.83177982|859.83177981|859.83177982|859.83177981|859.83177981|1109.74438013
				1519881000|860.33327999|856.56780308|860.33327999|858.03656020|860.32386930|9002.21567687
				1519880700|858.03656020|858.03656020|858.03656020|858.03656020|858.03656020|1.61987864
				1519880400|861.17999799|858.04404738|860.76456988|861.17999799|860.91403417|3344.83439745
				1519880100|861.17999905|858.04404534|861.17999846|861.17999904|860.46418988|1025.73180870
				1519879800|859.87189835|858.90553010|859.87189835|859.87189531|859.85732242|12929.11982041
				1519879500|859.87189782|857.37248538|857.37248538|857.74854734|858.73058869|798.43279380
				1519879200|860.45363893|857.74854735|857.74854735|860.45363893|858.32693301|237.67992043
				1519878900|861.18000000|858.40000000|858.72607004|860.26088001|859.57749199|14107.29148573
				1519878600|861.88000000|860.26087989|861.88000000|860.26087989|860.83101553|979.87053324
				1519878300|860.26087989|860.26087989|860.26087989|860.26087989|860.26087989|27.99910011
				1519878000|860.26087991|858.81088732|860.26087991|859.89835991|859.67001737|7381.45667618
				1519877700|862.43599999|857.62309013|859.53584007|857.62309013|861.96314418|7332.02313942
				1519877400|861.57700000|855.43597470|861.57699991|855.43597470|859.35828563|8123.34234617
				1519877100|858.78610290|856.67232937|858.78610274|856.67232937|858.71343109|2792.57573330
				1519876800|855.48882252|854.48882348|855.48882252|855.00000000|855.00950423|7193.50838847
				1519876500|855.48878839|853.00001432|855.00000000|853.00001432|854.99891721|19419.54281753
				1519876200|855.48878882|853.00001145|855.48878810|855.48878882|854.29972192|11629.00165205
