situation elements:2
	8|Gen|4307
	31|Date|2018-01-15 12:17:07.245000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:1359.65460157
			high24hr:1389.12310012
			highestbid:1359.65460157
			percentchange:-0.01323332
			low24hr:1250.01000000
			lowestask:1359.99999990
			candle300|288
				1515978900|1372.20524281|1352.24500003|1352.84500000|1372.07616950|1358.80135246|60676.15303001
				1515978600|1373.67138890|1372.30524288|1372.30524288|1373.07616956|1373.01033500|29750.14149736
				1515978300|1377.01899922|1373.07616956|1373.67138890|1373.67138890|1374.29378804|35946.68853074
				1515978000|1377.17780192|1370.33867748|1373.67138890|1375.80199985|1373.45453525|98268.03322035
				1515977700|1377.17892296|1370.94500000|1370.94500000|1373.46000003|1375.02407348|9326.64073658
				1515977400|1376.82878519|1371.16397682|1376.82878516|1375.33867791|1374.00626958|47488.30365872
				1515977100|1376.82878520|1372.82878531|1375.33867791|1375.33867811|1375.10616112|26380.81897549
				1515976800|1376.82878531|1371.04500008|1375.33867811|1371.14500005|1374.50391539|64894.71772963
				1515976500|1373.42999991|1366.18130936|1372.04500000|1366.91738308|1371.52125545|73876.18579214
				1515976200|1371.54499999|1366.07616981|1366.47517616|1368.41646707|1370.42932307|117728.52409584
				1515975900|1374.43749995|1361.98085142|1366.07616975|1368.49099963|1371.35550729|171314.77889098
				1515975600|1370.48475762|1359.05550041|1368.49099971|1370.42991004|1368.57720420|255548.58041734
				1515975300|1370.48475765|1361.58511695|1364.17892332|1361.58511695|1368.33002352|231065.06126485
				1515975000|1361.22384774|1352.93905333|1361.22384774|1354.25376587|1358.14824277|70499.36022449
				1515974700|1354.25376589|1347.36907358|1354.25376589|1349.90000000|1349.28242805|19712.70823277
				1515974400|1351.76319423|1348.78821908|1348.78821908|1348.82868314|1349.74538332|21018.26962216
				1515974100|1353.45597332|1348.78821908|1348.82868314|1353.45597332|1350.61614172|10218.91005295
				1515973800|1354.46319408|1353.20000003|1353.83788767|1354.16319441|1354.06530351|22534.50827799
				1515973500|1355.16319423|1349.91868424|1354.46319408|1351.99999989|1352.08323227|17577.43890194
				1515973200|1353.00000000|1350.92361456|1351.99999989|1352.72024807|1352.05712659|48408.59005101
				1515972900|1365.49999993|1353.08954210|1353.08954210|1362.74244145|1355.68052002|34334.05024447
				1515972600|1365.73464817|1361.26530550|1362.76332807|1363.00000007|1364.06618353|43323.78749126
				1515972300|1363.00000007|1356.76530553|1363.00000007|1357.30389996|1359.16137194|29904.37476482
				1515972000|1360.00000000|1354.00000000|1357.30389996|1354.00000001|1358.14620304|28010.25868320
