situation elements:2
	8|Gen|7148
	31|Date|2018-03-11 19:25:44.964000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:690.46480003
			high24hr:738.50000000
			highestbid:690.46480003
			percentchange:-0.05998277
			low24hr:660.12000000
			lowestask:691.00000000
			candle300|288
				1520756700|691.00000000|690.46480003|690.46480006|690.46480006|690.92738139|1015.95696387
				1520756400|691.60680000|690.46480003|690.46480006|691.60680000|691.14640531|3105.50962029
				1520756100|691.60680000|690.46480000|690.75700003|691.60680000|691.56149080|1030.38580533
				1520755800|691.60680000|688.21810016|691.60680000|688.21810016|690.25870596|8239.77889288
				1520755500|689.06110000|687.34010090|687.34010090|689.06110000|687.73797294|166.49449962
				1520755200|690.49789999|687.28240000|688.83110033|688.00000000|689.33177114|1783.67638495
				1520754900|688.23945057|684.05620000|687.11800019|684.05620000|687.97591605|19214.51728082
				1520754600|685.51260000|683.66650015|684.60520003|684.63850000|684.63638667|9805.11198588
				1520754300|688.55990000|683.89550000|685.51259989|688.38670015|687.48480272|4785.65636576
				1520754000|690.75589997|688.66260012|689.55589997|690.34559992|690.24114467|16944.08041974
				1520753700|690.55049997|688.38670003|690.34560000|690.55049997|690.16921237|6499.67915161
				1520753400|691.60049997|688.94760009|690.34250000|691.21409997|690.16337430|13566.49509044
				1520753100|690.93599997|690.32589994|690.49989997|690.49989997|690.39959539|4966.39777429
				1520752800|689.20220000|688.30940000|688.61500000|688.30940000|689.04181650|2117.60253764
				1520752500|688.48949991|685.58843604|686.71230000|686.01990000|686.80518897|1835.76591648
				1520752200|691.17299993|685.61990001|686.01990000|690.72210000|688.25001250|16865.82833918
				1520751900|692.06140000|689.18280001|690.17190000|692.06140000|690.14475098|13867.38110312
				1520751600|694.42369941|691.31220001|692.06140000|692.37250003|692.70088627|1793.57157894
				1520751300|694.76660000|693.00000000|693.00000000|694.76660000|694.41038850|1444.95689197
				1520751000|695.25369988|694.00000000|694.96789994|695.24559996|694.85309490|3945.90426693
				1520750700|693.10010006|693.10010006|693.10010006|693.10010006|693.10010006|0.00000000
				1520750400|693.49730015|693.08310000|693.10010006|693.49730015|693.30913309|7520.71036762
