situation elements:2
	8|Gen|7400
	31|Date|2018-03-17 01:25:20.173000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:617.99999976
			high24hr:618.99999660
			highestbid:615.00000266
			percentchange:0.00162074
			low24hr:583.00000067
			lowestask:617.99999976
			candle300|288
				1521210300|617.99999976|617.99999976|617.99999976|617.99999976|617.99999976|2299.96821666
				1521210000|617.99999976|615.00000007|617.99999976|615.00000007|617.26047017|66294.55444243
				1521209700|617.05956686|613.27570405|617.05956686|613.27570405|615.28377114|3007.98069417
				1521209400|618.00000000|615.00000000|615.68305420|615.00000000|616.33243715|77384.55599054
				1521209100|614.99999999|612.99999997|614.00000000|613.00000000|613.40105513|12207.24344299
				1521208800|613.00000000|611.44340299|612.99999997|612.99999997|612.94635761|3810.36404734
				1521208500|612.99999997|610.19148676|612.99999997|612.00000114|611.21047876|56633.14848075
				1521208200|615.00000000|612.00000000|612.00000000|615.00000000|613.78891640|37713.34459422
				1521207900|615.00000000|612.00000000|614.99999999|612.00000000|613.96772124|5180.17510081
				1521207600|614.31120666|612.00000000|612.00000004|614.31120665|614.31013698|28130.66439815
				1521207300|614.31120697|612.00000000|614.31120683|612.00000000|612.98712913|3847.43480279
				1521207000|616.99999975|612.00000000|612.50000000|616.00000000|615.71025664|40467.44124589
				1521206700|616.00000000|607.70000001|616.00000000|609.39061000|612.34229367|21920.56959105
				1521206400|610.30329783|600.01072946|609.39061000|600.01072946|605.63888879|20505.27194939
				1521206100|600.20000000|598.00000439|600.01072924|600.20000000|599.68266127|3996.04701880
				1521205800|600.04131254|600.04131254|600.04131254|600.04131254|600.04131254|0.00000000
				1521205500|602.40000802|600.04131229|600.04131254|602.40000802|600.09703897|289.51745255
				1521205200|603.00000000|600.40000930|600.40001059|603.00000000|602.85166871|1446.05105000
				1521204900|603.99998728|603.99998728|603.99998728|603.99998728|603.99998728|0.00000000
				1521204600|603.99998728|603.99998728|603.99998728|603.99998728|603.99998728|96.47630188
				1521204300|603.99999433|603.99999433|603.99999433|603.99999433|603.99999433|953.65232340
				1521204000|600.95629922|600.38493718|600.38494193|600.95629858|600.44124766|1058.78055653
				1521203700|603.99999874|600.95629545|603.99999874|600.95629545|603.65799359|303.45665795
				1521203400|603.99999899|600.95629474|600.95629544|603.99999899|602.10977035|652.45947786
				1521203100|604.00000000|603.50000000|603.50000000|604.00000000|603.91843985|205.42829258
				1521202800|604.16908094|604.16908094|604.16908094|604.16908094|604.16908094|9.99999516
				1521202500|603.27364656|603.27364656|603.27364656|603.27364656|603.27364656|9.97364569
				1521202200|605.00000000|601.32477327|605.00000000|601.32477327|603.21310759|2647.07359552
				1521201900|602.00000000|601.32477321|602.00000000|601.99999997|601.98280924|24267.31008404
				1521201600|604.99999973|601.32477311|601.32477321|604.99999973|602.72194238|10751.19299109
				1521201300|604.99999977|601.32476821|604.99999977|601.32476821|601.97922134|216.47542414
				1521201000|602.61103270|602.61103270|602.61103270|602.61103270|602.61103270|0.00000000
				1521200700|602.61103274|600.79999959|602.61103270|600.79999959|602.56167851|6504.08260929
				1521200400|600.00000000|600.00000000|600.00000000|600.00000000|600.00000000|1133.10196200
				1521200100|598.00000065|598.00000065|598.00000065|598.00000065|598.00000065|0.00000000
				1521199800|600.99999997|598.00000065|598.00000065|600.99999997|599.58131440|11924.59093256
				1521199500|601.32481412|598.00000154|598.00000154|601.32481412|600.85097130|141.23574691
				1521199200|601.32481448|599.10000063|599.10000067|599.99999997|599.83813945|9457.59726453
				1521198900|599.99999981|597.50000009|599.00000000|597.50000009|598.86647535|5994.68618828
				1521198600|599.99999999|595.52319143|599.99999999|597.73572586|599.54400197|32794.33134009
				1521198300|597.73572586|595.00979330|597.73572586|597.73500000|597.69936021|1159.18623205
				1521198000|597.73499839|595.00978888|595.00979162|597.73499839|595.22541213|609.26181542
				1521197700|597.73499846|595.00978837|597.73499846|595.60800857|595.35527526|2058.90563426
				1521197400|595.60800599|595.60800599|595.60800599|595.60800599|595.60800599|4.86077480
				1521197100|597.73572583|595.60800272|595.60800272|597.73572583|597.66946017|155.38136514
				1521196800|597.73572548|595.60800000|595.60800000|596.45000000|595.74499463|1830.14455374
				1521196500|596.45667940|595.83198093|595.84000000|596.45667940|596.29803050|318.38937993
				1521196200|598.99999860|596.45993880|596.45993880|596.67281602|596.69926939|1737.94989013
				1521195900|598.99999794|596.46000020|596.46000078|598.99999794|597.27388150|724.41603852
				1521195600|598.99999396|596.45668059|598.99999396|596.45668059|597.53954100|419.08985444
				1521195300|598.99999880|596.45667969|598.99999880|597.73254642|597.24333482|5795.23392649
				1521195000|599.10000000|597.73254685|597.73254685|597.73255273|598.92377287|2822.25997609
				1521194700|597.73254934|597.73254896|597.73254934|597.73254896|597.73254919|1580.48361133
				1521194400|603.78522740|598.00000105|598.51745342|603.78522739|600.41196532|6223.42621171
				1521194100|603.97005733|596.00000032|598.00000076|596.16729884|597.35683889|3225.35249480
				1521193800|599.00000000|596.00000000|596.16729884|598.83427342|598.72790847|4946.69746389
				1521193500|600.00000031|597.44249006|598.83427368|600.00000031|599.10910539|15573.44605231
				1521193200|604.57649281|600.00000018|600.00000018|604.57649281|603.92438165|1415.59875060
				1521192900|605.57579740|605.57579740|605.57579740|605.57579740|605.57579740|0.00000000
				1521192600|605.57579740|601.50000393|605.57579740|601.50000393|601.50530076|15429.64425439
				1521192300|606.34606492|603.93754885|606.34606492|603.93754885|606.24575200|39608.29318350
				1521192000|601.29950051|597.00000316|601.29950051|599.99949630|600.40407589|18726.45910226
				1521191700|599.99949758|597.00000165|597.00000272|597.00000165|597.10914390|254.35568731
				1521191400|599.99950000|595.83198065|597.00000058|595.83198065|597.45481172|5921.47778357
				1521191100|602.55789783|595.83198065|595.83198065|600.00000000|596.38179007|4442.36085863
				1521190800|606.44962700|600.00000000|600.00000000|606.44962700|604.38040334|14526.27470228
				1521190500|606.15522362|605.15522362|605.15522362|606.15522362|606.15047825|12773.53025833
				1521190200|607.99999961|607.99999961|607.99999961|607.99999961|607.99999961|0.00000000
				1521189900|607.99999961|605.15522362|607.99999961|605.15522362|605.19436393|15395.24729078
				1521189600|605.15522359|605.15522359|605.15522359|605.15522359|605.15522359|0.00000000
				1521189300|608.09728872|605.15522357|605.15522359|608.09728872|605.16015835|9675.24659522
				1521189000|609.30277322|605.76037883|609.30277322|607.05610905|606.69790092|16036.44285278
				1521188700|609.48512967|607.05610901|607.05610904|609.48512965|607.11889778|1685.22431104
				1521188400|609.48512818|607.05611480|609.48512818|607.05611480|609.26168291|336.32975809
				1521188100|611.91414421|607.05610965|611.91414421|607.05610965|610.95400050|3173.44019853
				1521187800|608.35456110|608.35456098|608.35456101|608.35456110|608.35456099|14121.94551742
				1521187500|605.03650008|605.03650007|605.03650007|605.03650008|605.03650007|9677.86241397
				1521187200|610.10878383|605.03650000|605.10000000|610.10878383|605.19209220|5500.99689499
				1521186900|611.99999734|609.00000000|610.10878401|610.83198080|611.23628539|73507.24540117
				1521186600|609.52826015|609.52825960|609.52826015|609.52825960|609.52825987|1776.82979602
				1521186300|609.52825930|608.01065437|609.52825930|608.01065437|608.27712079|721.98633503
				1521186000|610.42196589|607.10000050|609.52824668|607.10000050|609.00881872|3818.49882559
				1521185700|609.52824665|607.00000121|609.52824662|609.52824662|607.13572076|44890.28430323
				1521185400|609.52824662|609.52824662|609.52824662|609.52824662|609.52824662|1301.24542220
				1521185100|609.52824665|609.52824665|609.52824665|609.52824665|609.52824665|0.00000000
				1521184800|609.52824665|609.52824665|609.52824665|609.52824665|609.52824665|0.00000000
				1521184500|609.52824665|609.00000000|609.52824665|609.00000000|609.18749780|221.43760249
				1521184200|609.52824644|605.94406333|609.00000000|605.94406333|608.11662891|396.66539785
				1521183900|608.99195795|605.03650373|605.94406121|605.03650373|607.97626650|17907.04364813
				1521183600|608.99196345|605.03650155|605.03650180|605.03650155|605.05650364|3440.92540573
