situation elements:2
	8|Gen|6321
	31|Date|2018-02-25 07:51:48.714000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:809.02620072
			high24hr:873.00000000
			highestbid:809.02620129
			percentchange:-0.02514086
			low24hr:807.68000000
			lowestask:813.84959770
			candle300|288
				1519505400|810.59419918|809.02619446|809.02619446|809.02620072|809.02751860|13525.90542153
				1519505100|809.02619622|809.02619362|809.02619622|809.02619362|809.02619446|409.99534997
				1519504800|813.84960171|809.02619333|813.84960162|810.75669993|811.16344479|29597.81739995
				1519504500|810.75669996|807.68000000|810.75669994|810.00000000|810.17352650|80336.46753041
				1519504200|810.99999996|810.00000000|810.00000000|810.00000000|810.58079769|4244.90952864
				1519503900|811.00000000|810.00000000|810.00000000|810.09999997|810.07012291|41660.79366068
				1519503600|810.50487056|810.00000000|810.00000000|810.50487056|810.20299748|8342.42349947
				1519503300|813.84960041|810.71999999|810.71999999|810.93766666|812.01949343|12629.93292187
				1519503000|813.84960171|810.93760137|810.93766666|813.60772337|812.11692885|48065.86716549
				1519502700|820.68999648|813.60772337|813.60772337|819.51958599|815.61129051|56531.92684764
				1519502400|820.68999885|816.57000002|816.57000002|820.68999816|817.68651824|39344.57082293
				1519502100|820.68999855|818.00000004|820.68999855|819.51958602|819.10292777|26964.88727919
				1519501800|820.68999974|818.00000000|819.51958602|820.68999974|819.47335977|9319.22493138
				1519501500|819.51958601|819.51958601|819.51958601|819.51958601|819.51958601|39.95714435
				1519501200|820.69000000|819.51958601|819.51958601|820.69000000|820.60724931|15.98350078
				1519500900|820.69000000|820.69000000|820.69000000|820.69000000|820.69000000|410.34500000
				1519500600|825.35189315|820.69000000|820.69000000|822.77003168|822.66994076|10880.69965127
				1519500300|822.77003161|821.64000000|822.77003161|821.64000000|822.71977687|148.00148768
				1519500000|821.12777933|818.53080875|820.00000000|821.12777933|819.38080765|11055.44104208
				1519499700|822.77003467|822.77003328|822.77003328|822.77003467|822.77003456|1891.01476778
				1519499400|821.12777933|821.12777933|821.12777933|821.12777933|821.12777933|0.00000000
				1519499100|825.12777838|819.51958711|821.12777933|819.51958711|821.66424165|25555.63679853
