situation elements:2
	8|Gen|6971
	31|Date|2018-03-08 15:02:58.673000
		instrument count:4
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:734.99999999
			high24hr:814.48009960
			highestbid:733.48025028
			percentchange:-0.09647451
			low24hr:723.12351985
			lowestask:735.00000000
			candle300|288
				1520481600|735.00000000|732.00000005|734.14641392|732.00000005|734.93769815|4970.31994086
				1520481300|737.00000001|732.00000000|732.00000001|737.00000001|735.43245724|18804.69199726
				1520481000|740.80779511|740.00000000|740.80779506|740.80779511|740.14696608|2858.54645186
				1520480700|741.54934536|740.00000000|740.00000002|741.54934536|741.11101805|3553.24612629
				1520480400|740.00000000|740.00000000|740.00000000|740.00000000|740.00000000|9473.63458600
				1520480100|739.99999858|739.99999710|739.99999710|739.99999858|739.99999720|6948.59997375
				1520479800|738.40000066|738.40000066|738.40000066|738.40000066|738.40000066|0.00000000
				1520479500|739.99999997|738.40000014|738.40000066|738.94247885|738.83517108|14174.22939861
				1520479200|739.16083797|738.40000000|738.40000009|739.16083797|739.14878344|1893.37545081
				1520478900|739.91990914|736.42478843|736.42478843|737.50000000|739.66498885|459.31581119
				1520478600|739.91991045|739.91991045|739.91991045|739.91991045|739.91991045|0.36995995
				1520478300|738.00000000|738.00000000|738.00000000|738.00000000|738.00000000|362.80308780
				1520478000|737.99999828|735.00000001|737.99999828|736.90785440|737.98775978|12328.85886454
				1520477700|738.48405784|737.00000000|737.99999999|738.48405784|737.61619290|19581.08990158
				1520477400|742.22002000|741.69351793|742.22002000|741.69351793|742.21999503|5194.18598524
				1520477100|741.69351793|739.97528417|739.98238057|740.63577988|741.25108479|16363.23676402
				1520476800|740.63577830|738.00000761|738.48405752|738.00000762|739.22896870|11857.38315032
				1520476500|740.63577948|736.01180719|738.00000762|736.01180719|738.64416928|5355.62597077
				1520476200|738.42051849|735.14152364|738.42051832|738.42051828|737.93048806|26523.40495993
